code,scheme_name,funding_commencement_year,grant_status,funding_at_announcement,funding_current,administering_organisation
LP150100264,Linkage Projects,2015,Closed,164000,170894.0,Queensland University of Technology
LP150100266,Linkage Projects,2015,Closed,236822,247083.0,The University of Queensland
LP150100269,Linkage Projects,2015,Closed,547852,571266.0,The University of New South Wales
LP150100277,Linkage Projects,2015,Closed,182377,190272.0,The University of Melbourne
LP150100279,Linkage Projects,2015,Closed,214857,157500.0,Queensland University of Technology
LP150100287,Linkage Projects,2015,Closed,497600,528094.0,University of the Sunshine Coast
LP150100291,Linkage Projects,2015,Closed,287873,300275.0,The University of Melbourne
LP150100304,Linkage Projects,2015,Closed,470000,489599.0,University of Technology Sydney
LP150100308,Linkage Projects,2015,Closed,305000,318336.0,The University of Sydney
LP150100314,Linkage Projects,2015,Closed,490000,511256.0,The University of Sydney
LP150100315,Linkage Projects,2015,Closed,314954,328682.0,The University of Melbourne
LP150100318,Linkage Projects,2015,Closed,310224,322559.0,The University of New South Wales
LP150100320,Linkage Projects,2015,Closed,188028,194671.0,Griffith University
LP150100321,Linkage Projects,2015,Closed,106000,109686.0,The University of Melbourne
LP150100330,Linkage Projects,2015,Closed,195000,201903.0,The University of Adelaide
LP150100339,Linkage Projects,2015,Closed,354000,369030.0,The University of Western Australia
LP150100341,Linkage Projects,2015,Closed,455000,474921.0,Curtin University
LP150100343,Linkage Projects,2015,Closed,285000,285475.0,RMIT University
LP150100347,Linkage Projects,2015,Closed,130000,134520.0,The University of New South Wales
LP150100359,Linkage Projects,2015,Closed,156905,160332.0,The University of Adelaide
LP150100364,Linkage Projects,2015,Closed,603798,632937.0,The University of Queensland
LP150100368,Linkage Projects,2015,Closed,221574,230507.0,Griffith University
LP150100375,Linkage Projects,2015,Closed,328000,341058.0,Monash University
LP150100379,Linkage Projects,2015,Closed,211346,220320.0,Griffith University
LP150100385,Linkage Projects,2015,Closed,181890,189635.0,La Trobe University
LP150100386,Linkage Projects,2015,Closed,457800,477890.0,Griffith University
LP150100388,Linkage Projects,2015,Closed,353806,368539.0,Charles Darwin University
LP150100391,Linkage Projects,2015,Closed,495700,521121.0,La Trobe University
LP150100394,Linkage Projects,2015,Closed,287979,300287.0,Swinburne University of Technology
LP150100395,Linkage Projects,2015,Closed,332767,346291.0,Flinders University
LP150100400,Linkage Projects,2015,Closed,191394,38000.0,Swinburne University of Technology
LP150100402,Linkage Projects,2015,Closed,420000,438111.0,The University of Queensland
LP150100403,Linkage Projects,2015,Closed,421765,439928.0,Monash University
LP150100413,Linkage Projects,2015,Closed,290000,302551.0,RMIT University
LP150100417,Linkage Projects,2015,Closed,589847,619514.0,Curtin University
LP150100419,Linkage Projects,2015,Closed,370000,383111.0,Flinders University
LP150100423,Linkage Projects,2015,Closed,699310,735536.0,The Australian National University
LP150100434,Linkage Projects,2015,Closed,510247,531854.0,The University of Western Australia
LP150100450,Linkage Projects,2015,Closed,400000,414657.0,The University of Western Australia
LP150100451,Linkage Projects,2015,Closed,541405,561636.0,Murdoch University
LP150100456,Linkage Projects,2015,Closed,219959,225093.0,Deakin University
LP150100465,Linkage Projects,2015,Closed,213000,222100.0,Monash University
LP150100475,Linkage Projects,2015,Closed,159698,166468.0,Curtin University
LP150100476,Linkage Projects,2015,Closed,326506,343578.0,University of Wollongong
LP150100479,Linkage Projects,2015,Closed,385000,401528.0,The University of Sydney
LP150100481,Linkage Projects,2015,Closed,166442,173587.0,The University of New South Wales
LP150100482,Linkage Projects,2015,Closed,351953,367067.0,The University of Melbourne
LP150100487,Linkage Projects,2015,Closed,243727,254084.0,Western Sydney University
LP150100490,Linkage Projects,2015,Closed,865905,918701.0,The University of Western Australia
LP150100497,Linkage Projects,2015,Closed,222515,231849.0,Griffith University
LP150100501,Linkage Projects,2015,Closed,704000,734948.0,The University of Sydney
LP150100502,Linkage Projects,2015,Closed,192767,200246.0,University of Tasmania
LP150100503,Linkage Projects,2015,Closed,150000,156408.0,The University of Western Australia
LP150100519,Linkage Projects,2015,Closed,600000,616064.0,Southern Cross University
LP150100522,Linkage Projects,2015,Closed,208215,217106.0,Griffith University
LP150100525,Linkage Projects,2015,Closed,509000,539836.0,Griffith University
LP150100528,Linkage Projects,2015,Closed,392200,409430.0,The University of New South Wales
LP150100530,Linkage Projects,2015,Closed,152436,0.0,RMIT University
LP150100531,Linkage Projects,2015,Closed,272761,0.0,The University of Melbourne
LP150100539,Linkage Projects,2015,Closed,184000,189869.0,The University of Adelaide
LP150100543,Linkage Projects,2015,Closed,232371,238393.0,University of Technology Sydney
LP150100545,Linkage Projects,2015,Closed,150000,155298.0,Queensland University of Technology
LP150100548,Linkage Projects,2015,Closed,300000,313137.0,The University of New South Wales
LP150100558,Linkage Projects,2015,Closed,424174,444498.0,Deakin University
LP150100566,Linkage Projects,2015,Closed,226094,226531.0,The University of Sydney
LP150100567,Linkage Projects,2015,Closed,318470,332355.0,The University of New South Wales
LP150100574,Linkage Projects,2015,Closed,223468,233133.0,The University of New South Wales
LP150100583,Linkage Projects,2015,Closed,570000,594836.0,Griffith University
LP150100588,Linkage Projects,2015,Closed,420000,437943.0,Flinders University
LP150100591,Linkage Projects,2015,Closed,377000,393540.0,The University of Queensland
LP150100598,Linkage Projects,2015,Closed,460000,479744.0,The University of Western Australia
LP150100600,Linkage Projects,2015,Closed,240000,248460.0,The University of Melbourne
LP150100602,Linkage Projects,2015,Closed,231000,240755.0,Southern Cross University
LP150100608,Linkage Projects,2015,Closed,355385,370686.0,The University of New South Wales
LP150100614,Linkage Projects,2015,Closed,350000,365114.0,Macquarie University
LP150100615,Linkage Projects,2015,Closed,327094,344050.0,Charles Darwin University
LP150100620,Linkage Projects,2015,Closed,264619,275366.0,The Australian National University
LP150100621,Linkage Projects,2015,Closed,174000,181433.0,Monash University
LP150100626,Linkage Projects,2015,Closed,323779,337754.0,The University of Adelaide
LP150100629,Linkage Projects,2015,Closed,180000,187690.0,The University of Sydney
LP150100630,Linkage Projects,2015,Closed,275000,286750.0,The University of Newcastle
LP150100649,Linkage Projects,2015,Active,374516,366084.0,Murdoch University
LP150100653,Linkage Projects,2015,Closed,330000,344180.0,The University of New South Wales
LP150100654,Linkage Projects,2015,Closed,310000,323098.0,The University of Melbourne
LP150100656,Linkage Projects,2015,Closed,365000,380755.0,The University of Melbourne
LP150100657,Linkage Projects,2015,Closed,430000,448615.0,The University of Adelaide
LP150100658,Linkage Projects,2015,Closed,406000,423700.0,Griffith University
LP150100666,Linkage Projects,2015,Closed,299000,312032.0,The University of New South Wales
LP150100669,Linkage Projects,2015,Closed,315236,328352.0,The University of Queensland
LP150100671,Linkage Projects,2015,Closed,550000,573820.0,University of Technology Sydney
LP150100672,Linkage Projects,2015,Closed,140000,144868.0,University of South Australia
LP150100673,Linkage Projects,2015,Closed,295467,308089.0,Victoria University
LP150100675,Linkage Projects,2015,Closed,593519,620318.0,James Cook University
LP150100679,Linkage Projects,2015,Closed,307000,320323.0,Australian Catholic University
LP150100680,Linkage Projects,2015,Closed,530000,556905.0,The University of Melbourne
LP150100681,Linkage Projects,2015,Closed,130000,131751.0,RMIT University
LP150100682,Linkage Projects,2015,Closed,335000,349473.0,The University of Melbourne
LP150100689,Linkage Projects,2015,Closed,670242,699239.0,Queensland University of Technology
LP150100693,Linkage Projects,2015,Closed,410000,427677.0,The Australian National University
LP150100694,Linkage Projects,2015,Closed,517000,542932.0,The University of Adelaide
LP150100697,Linkage Projects,2015,Closed,414459,432336.0,The University of Melbourne
LP150100703,Linkage Projects,2015,Closed,360000,375380.0,The University of Queensland
LP150100705,Linkage Projects,2015,Closed,1188085,1259845.0,The University of Melbourne
LP150100709,Linkage Projects,2015,Closed,226975,236845.0,The University of Newcastle
LP150100716,Linkage Projects,2015,Closed,216000,224539.0,The University of New South Wales
LP150100717,Linkage Projects,2015,Closed,229000,238992.0,Monash University
LP150100719,Linkage Projects,2015,Closed,328995,0.0,The University of New South Wales
LP150100722,Linkage Projects,2015,Closed,337775,354670.0,University of Technology Sydney
LP150100725,Linkage Projects,2015,Closed,299000,312032.0,The University of New South Wales
LP150100730,Linkage Projects,2015,Closed,570000,594836.0,Curtin University
LP150100737,Linkage Projects,2015,Closed,350000,365114.0,Queensland University of Technology
LP150100739,Linkage Projects,2015,Closed,450000,468255.0,The University of Sydney
LP150100749,Linkage Projects,2015,Closed,430000,448693.0,University of South Australia
LP150100751,Linkage Projects,2015,Closed,372000,387524.0,University of Technology Sydney
LP150100752,Linkage Projects,2015,Closed,333470,348011.0,The University of New South Wales
LP150100756,Linkage Projects,2015,Closed,196068,202992.0,Monash University
LP150100757,Linkage Projects,2015,Closed,350000,365114.0,The University of Newcastle
LP150100758,Linkage Projects,2015,Closed,380000,396396.0,The University of Queensland
LP150100761,Linkage Projects,2015,Closed,900000,946557.0,University of Tasmania
LP150100765,Linkage Projects,2015,Closed,318000,331591.0,The University of Melbourne
LP150100769,Linkage Projects,2015,Closed,410000,427677.0,Swinburne University of Technology
LP150100770,Linkage Projects,2015,Closed,197662,205884.0,Monash University
LP150100772,Linkage Projects,2015,Closed,234000,243534.0,Griffith University
LP150100782,Linkage Projects,2015,Closed,371558,387855.0,University of Technology Sydney
LP150100783,Linkage Projects,2015,Closed,615000,641759.0,The University of Queensland
LP150100785,Linkage Projects,2015,Closed,420000,438376.0,The University of Western Australia
LP150100798,Linkage Projects,2015,Closed,395000,412036.0,The University of Melbourne
LP150100815,Linkage Projects,2015,Closed,234260,244216.0,The University of Melbourne
LP150100826,Linkage Projects,2015,Closed,240870,248910.0,The Australian National University
LP150100827,Linkage Projects,2015,Closed,322954,336957.0,The University of Newcastle
LP150100829,Linkage Projects,2015,Closed,438000,0.0,University of the Sunshine Coast
LP150100831,Linkage Projects,2015,Closed,202044,210674.0,The University of Sydney
LP150100832,Linkage Projects,2015,Closed,300000,313059.0,Deakin University
LP150100837,Linkage Projects,2015,Closed,430000,448708.0,The University of Queensland
LP150100846,Linkage Projects,2015,Closed,230000,239906.0,Swinburne University of Technology
LP150100848,Linkage Projects,2015,Closed,335834,350296.0,Murdoch University
LP150100849,Linkage Projects,2015,Closed,191400,0.0,The University of Melbourne
LP150100854,Linkage Projects,2015,Closed,560000,588132.0,The University of New South Wales
LP150100862,Linkage Projects,2015,Closed,159661,0.0,The University of Queensland
LP150100876,Linkage Projects,2015,Closed,211242,220267.0,The University of Melbourne
LP150100892,Linkage Projects,2015,Closed,473000,493771.0,Swinburne University of Technology
LP150100897,Linkage Projects,2015,Closed,218000,188090.0,Queensland University of Technology
LP150100901,Linkage Projects,2015,Closed,187745,195231.0,Monash University
LP150100904,Linkage Projects,2015,Closed,224325,233631.0,La Trobe University
LP150100905,Linkage Projects,2015,Closed,430000,448693.0,Griffith University
LP150100906,Linkage Projects,2015,Closed,387500,404216.0,The University of Melbourne
LP150100911,Linkage Projects,2015,Closed,290000,302551.0,The University of New South Wales
LP150100912,Linkage Projects,2015,Closed,520683,542497.0,University of Technology Sydney
LP150100914,Linkage Projects,2015,Closed,285000,296304.0,The Australian National University
LP150100923,Linkage Projects,2015,Closed,257000,268017.0,The University of New South Wales
LP150100934,Linkage Projects,2015,Closed,146341,151396.0,The University of Queensland
LP150100935,Linkage Projects,2015,Closed,435000,453908.0,University of Technology Sydney
LP150100936,Linkage Projects,2015,Closed,281506,293542.0,Western Sydney University
LP150100950,Linkage Projects,2015,Closed,344325,359318.0,The University of Queensland
LP150100972,Linkage Projects,2015,Closed,556257,580918.0,The University of New South Wales
LP150100973,Linkage Projects,2015,Closed,215378,206144.0,Macquarie University
LP150100979,Linkage Projects,2015,Closed,300000,312661.0,Queensland University of Technology
LP150100984,Linkage Projects,2015,Closed,322616,336576.0,Monash University
LP150100991,Linkage Projects,2015,Closed,110000,113825.0,The Australian National University
LP150100994,Linkage Projects,2015,Closed,360000,0.0,The University of Sydney
LP150101001,Linkage Projects,2015,Closed,160000,143865.0,The University of Queensland
LP150101002,Linkage Projects,2015,Closed,153000,158453.0,Queensland University of Technology
LP150101006,Linkage Projects,2015,Closed,298239,310984.0,The University of Queensland
LP150101014,Linkage Projects,2015,Closed,410000,427677.0,The University of New South Wales
LP150101021,Linkage Projects,2015,Closed,297000,0.0,The University of New South Wales
LP150101025,Linkage Projects,2015,Closed,347496,363794.0,Queensland University of Technology
LP150101027,Linkage Projects,2015,Closed,301000,313972.0,Deakin University
LP150101033,Linkage Projects,2015,Closed,284384,296533.0,The University of Queensland
LP150101040,Linkage Projects,2015,Closed,559000,583204.0,The Australian National University
LP150101041,Linkage Projects,2015,Closed,168204,174052.0,The University of Melbourne
LP150101052,Linkage Projects,2015,Closed,250000,0.0,The University of Western Australia
LP150101058,Linkage Projects,2015,Closed,219000,193701.0,The University of New South Wales
LP150101059,Linkage Projects,2015,Closed,315555,329106.0,The University of Queensland
LP150101068,Linkage Projects,2015,Closed,210000,218972.0,Monash University
LP150101073,Linkage Projects,2015,Closed,199824,206801.0,Queensland University of Technology
LP150101081,Linkage Projects,2015,Closed,340000,355005.0,The University of New South Wales
LP150101085,Linkage Projects,2015,Closed,200000,208624.0,Monash University
LP150101090,Linkage Projects,2015,Closed,270000,261977.0,University of Tasmania
LP150101101,Linkage Projects,2015,Closed,196428,203268.0,Monash University
LP150101102,Linkage Projects,2015,Closed,190000,196689.0,The University of New South Wales
LP150101111,Linkage Projects,2015,Closed,355000,268759.0,The University of Western Australia
LP150101114,Linkage Projects,2015,Closed,565000,0.0,The University of New South Wales
LP150101135,Linkage Projects,2015,Closed,315000,328293.0,The University of Sydney
LP150101147,Linkage Projects,2015,Closed,340000,354364.0,The University of Queensland
LP150101158,Linkage Projects,2015,Closed,240000,250253.0,Curtin University
LP150101172,Linkage Projects,2015,Closed,397000,411152.0,Queensland University of Technology
LP150101175,Linkage Projects,2015,Closed,330000,344595.0,The University of Queensland
LP150101177,Linkage Projects,2015,Closed,214000,224726.0,Victoria University
LP150101180,Linkage Projects,2015,Closed,426179,450211.0,The University of Melbourne
LP150101188,Linkage Projects,2015,Closed,350000,365114.0,The University of Melbourne
LP150101189,Linkage Projects,2015,Active,430000,448693.0,The Australian National University
LP150101190,Linkage Projects,2015,Closed,382000,348003.0,The University of Sydney
LP150101196,Linkage Projects,2015,Closed,380000,0.0,The University of New South Wales
LP150101206,Linkage Projects,2015,Closed,185000,188388.0,James Cook University
LP150101209,Linkage Projects,2015,Closed,290000,302551.0,Murdoch University
LP150101212,Linkage Projects,2015,Closed,288170,300723.0,The University of Sydney
LP150101213,Linkage Projects,2015,Closed,574932,600330.0,The University of Sydney
LP150101226,Linkage Projects,2015,Closed,410000,427677.0,The University of Sydney
LP150101241,Linkage Projects,2015,Closed,645000,673205.0,The University of Adelaide
LP150101242,Linkage Projects,2015,Closed,497009,518530.0,Flinders University
LP150101261,Linkage Projects,2015,Closed,280000,292250.0,The University of Sydney
LP150101266,Linkage Projects,2015,Closed,152436,158948.0,The University of New South Wales
LP150101270,Linkage Projects,2015,Closed,275000,286214.0,The University of Melbourne
LP150101307,Linkage Projects,2015,Active,1037000,1092053.0,The University of Sydney
LP150101337,Linkage Projects,2015,Closed,370384,385988.0,The University of Queensland
LP160100002,Linkage Projects,2016,Closed,345000,164726.0,Monash University
LP160100004,Linkage Projects,2016,Closed,186000,193729.0,Griffith University
LP160100007,Linkage Projects,2016,Closed,230000,239870.0,RMIT University
LP160100008,Linkage Projects,2016,Closed,200500,208867.0,The University of New South Wales
LP160100030,Linkage Projects,2016,Closed,600000,625178.0,The University of Western Australia
LP160100031,Linkage Projects,2016,Closed,190000,198158.0,The University of Queensland
LP160100035,Linkage Projects,2016,Closed,750000,788683.0,The University of Western Australia
LP160100039,Linkage Projects,2016,Closed,400000,417116.0,The University of Queensland
LP160100047,Linkage Projects,2016,Closed,242000,253908.0,The University of Melbourne
LP160100051,Linkage Projects,2016,Closed,445000,463874.0,Queensland University of Technology
LP160100058,Linkage Projects,2016,Closed,545000,568109.0,The University of Melbourne
LP160100061,Linkage Projects,2016,Closed,401000,417328.0,Southern Cross University
LP160100067,Linkage Projects,2016,Closed,400500,420393.0,Deakin University
LP160100070,Linkage Projects,2016,Closed,287000,298570.0,The University of Melbourne
LP160100071,Linkage Projects,2016,Closed,300000,312716.0,The University of Melbourne
LP160100073,Linkage Projects,2016,Closed,598000,628207.0,The Australian National University
LP160100075,Linkage Projects,2016,Closed,425000,442986.0,The Australian National University
LP160100078,Linkage Projects,2016,Closed,750192,763272.0,The University of Western Australia
LP160100080,Linkage Projects,2016,Closed,270198,281458.0,Griffith University
LP160100082,Linkage Projects,2016,Closed,620000,646612.0,The University of Melbourne
LP160100085,Linkage Projects,2016,Closed,553000,502741.0,Monash University
LP160100093,Linkage Projects,2016,Closed,340000,354670.0,University of Canberra
LP160100094,Linkage Projects,2016,Closed,215000,214419.0,The University of Melbourne
LP160100099,Linkage Projects,2016,Closed,164026,170879.0,La Trobe University
LP160100100,Linkage Projects,2016,Closed,210000,218516.0,The University of Sydney
LP160100104,Linkage Projects,2016,Closed,400000,416632.0,Deakin University
LP160100111,Linkage Projects,2016,Closed,200000,209979.0,The University of Melbourne
LP160100126,Linkage Projects,2016,Closed,280000,291078.0,The University of Melbourne
LP160100132,Linkage Projects,2016,Closed,365000,378730.0,University of Wollongong
LP160100138,Linkage Projects,2016,Closed,339000,353352.0,University of the Sunshine Coast
LP160100140,Linkage Projects,2016,Closed,225000,234514.0,The University of Melbourne
LP160100146,Linkage Projects,2016,Closed,244000,254467.0,University of Technology Sydney
LP160100160,Linkage Projects,2016,Active,280000,287811.0,The University of Melbourne
LP160100162,Linkage Projects,2016,Closed,213445,222521.0,Macquarie University
LP160100177,Linkage Projects,2016,Closed,392000,407573.0,The University of Western Australia
LP160100182,Linkage Projects,2016,Closed,305000,317762.0,The University of Melbourne
LP160100188,Linkage Projects,2016,Closed,285000,296987.0,The University of New South Wales
LP160100189,Linkage Projects,2016,Closed,164000,170834.0,The University of Adelaide
LP160100191,Linkage Projects,2016,Closed,191000,198631.0,Macquarie University
LP160100192,Linkage Projects,2016,Closed,441000,459411.0,Deakin University
LP160100200,Linkage Projects,2016,Closed,290000,302139.0,Murdoch University
LP160100205,Linkage Projects,2016,Closed,246892,256972.0,Queensland University of Technology
LP160100207,Linkage Projects,2016,Closed,325000,335694.0,The University of Western Australia
LP160100210,Linkage Projects,2016,Closed,389335,405704.0,Western Sydney University
LP160100211,Linkage Projects,2016,Closed,362000,376883.0,Macquarie University
LP160100213,Linkage Projects,2016,Closed,210000,218562.0,Monash University
LP160100215,Linkage Projects,2016,Closed,265000,276612.0,Griffith University
LP160100217,Linkage Projects,2016,Closed,248000,258797.0,Griffith University
LP160100221,Linkage Projects,2016,Closed,296000,308710.0,La Trobe University
LP160100228,Linkage Projects,2016,Closed,438000,456257.0,The University of Melbourne
LP160100239,Linkage Projects,2016,Closed,590000,615186.0,The University of Queensland
LP160100241,Linkage Projects,2016,Closed,319052,331167.0,The University of New South Wales
LP160100242,Linkage Projects,2016,Closed,326000,339212.0,Deakin University
LP160100243,Linkage Projects,2016,Closed,522000,552821.0,The Australian National University
LP160100244,Linkage Projects,2016,Closed,330000,343939.0,RMIT University
LP160100249,Linkage Projects,2016,Closed,192000,199943.0,The University of New South Wales
LP160100253,Linkage Projects,2016,Closed,207000,213712.0,The Australian National University
LP160100257,Linkage Projects,2016,Closed,440000,458893.0,The University of New England
LP160100259,Linkage Projects,2016,Closed,391000,406092.0,Queensland University of Technology
LP160100260,Linkage Projects,2016,Closed,360000,375162.0,The University of New South Wales
LP160100263,Linkage Projects,2016,Closed,500000,520641.0,Australian Catholic University
LP160100267,Linkage Projects,2016,Closed,248000,258035.0,Griffith University
LP160100270,Linkage Projects,2016,Closed,380000,396029.0,The University of New South Wales
LP160100273,Linkage Projects,2016,Closed,360000,375162.0,University of Wollongong
LP160100277,Linkage Projects,2016,Closed,426600,445053.0,University of the Sunshine Coast
LP160100280,Linkage Projects,2016,Closed,590000,615186.0,University of Wollongong
LP160100292,Linkage Projects,2016,Closed,322000,335844.0,The University of Melbourne
LP160100298,Linkage Projects,2016,Closed,350000,364432.0,University of South Australia
LP160100305,Linkage Projects,2016,Closed,212000,221050.0,The University of Queensland
LP160100310,Linkage Projects,2016,Closed,600000,624948.0,The University of Queensland
LP160100324,Linkage Projects,2016,Closed,321000,334167.0,RMIT University
LP160100325,Linkage Projects,2016,Closed,270000,281008.0,The University of Western Australia
LP160100329,Linkage Projects,2016,Closed,388704,406910.0,Deakin University
LP160100332,Linkage Projects,2016,Closed,264000,275554.0,Australian Catholic University
LP160100333,Linkage Projects,2016,Closed,300000,312893.0,Macquarie University
LP160100335,Linkage Projects,2016,Closed,263000,274329.0,Griffith University
LP160100339,Linkage Projects,2016,Closed,335000,349316.0,The University of Melbourne
LP160100342,Linkage Projects,2016,Closed,280000,0.0,The University of New South Wales
LP160100351,Linkage Projects,2016,Closed,380000,396139.0,University of Technology Sydney
LP160100352,Linkage Projects,2016,Closed,235000,242632.0,University of Technology Sydney
LP160100359,Linkage Projects,2016,Closed,332772,345171.0,Curtin University
LP160100366,Linkage Projects,2016,Closed,380957,403840.0,The University of Newcastle
LP160100370,Linkage Projects,2016,Closed,274972,286067.0,The University of Newcastle
LP160100374,Linkage Projects,2016,Closed,150000,156116.0,The University of Queensland
LP160100376,Linkage Projects,2016,Closed,275000,285731.0,University of Technology Sydney
LP160100379,Linkage Projects,2016,Closed,318000,331595.0,The Australian National University
LP160100381,Linkage Projects,2016,Closed,336000,350108.0,Curtin University
LP160100387,Linkage Projects,2016,Closed,252000,262170.0,The University of Melbourne
LP160100391,Linkage Projects,2016,Closed,550000,572748.0,The University of Newcastle
LP160100406,Linkage Projects,2016,Closed,390000,405901.0,The University of Sydney
LP160100408,Linkage Projects,2016,Closed,435000,451586.0,Monash University
LP160100415,Linkage Projects,2016,Closed,360000,373638.0,The University of Queensland
LP160100427,Linkage Projects,2016,Closed,420000,437939.0,The University of Sydney
LP160100428,Linkage Projects,2016,Closed,358000,373163.0,The University of Melbourne
LP160100439,Linkage Projects,2016,Closed,351000,365409.0,The University of Melbourne
LP160100441,Linkage Projects,2016,Closed,200000,207207.0,Murdoch University
LP160100442,Linkage Projects,2016,Closed,388000,404618.0,La Trobe University
LP160100450,Linkage Projects,2016,Closed,162252,168867.0,The University of New South Wales
LP160100467,Linkage Projects,2016,Closed,408000,424882.0,The Australian National University
LP160100477,Linkage Projects,2016,Closed,228684,238159.0,The Australian National University
LP160100482,Linkage Projects,2016,Closed,476000,499991.0,Monash University
LP160100483,Linkage Projects,2016,Closed,418000,407386.0,University of Tasmania
LP160100486,Linkage Projects,2016,Closed,232000,239816.0,The University of Queensland
LP160100492,Linkage Projects,2016,Closed,490000,510773.0,James Cook University
LP160100495,Linkage Projects,2016,Closed,275000,286947.0,The University of Adelaide
LP160100496,Linkage Projects,2016,Closed,311377,324836.0,The University of Queensland
LP160100505,Linkage Projects,2016,Closed,230000,239693.0,The University of Sydney
LP160100506,Linkage Projects,2016,Closed,293000,247874.0,The University of Sydney
LP160100510,Linkage Projects,2016,Closed,233000,242205.0,The University of Queensland
LP160100512,Linkage Projects,2016,Closed,430000,446840.0,The University of Queensland
LP160100515,Linkage Projects,2016,Closed,452000,471350.0,The University of Melbourne
LP160100521,Linkage Projects,2016,Closed,380000,395985.0,Monash University
LP160100524,Linkage Projects,2016,Closed,349000,327425.0,Swinburne University of Technology
LP160100525,Linkage Projects,2016,Closed,295000,307274.0,University of Tasmania
LP160100528,Linkage Projects,2016,Closed,280000,275474.0,Curtin University
LP160100532,Linkage Projects,2016,Closed,355000,369993.0,Macquarie University
LP160100540,Linkage Projects,2016,Closed,230000,239539.0,The University of Newcastle
LP160100544,Linkage Projects,2016,Closed,580000,606686.0,Monash University
LP160100547,Linkage Projects,2016,Closed,200000,192321.0,The University of Queensland
LP160100555,Linkage Projects,2016,Closed,379000,395041.0,The University of Melbourne
LP160100560,Linkage Projects,2016,Closed,525000,546405.0,The University of Sydney
LP160100561,Linkage Projects,2016,Closed,230877,240290.0,RMIT University
LP160100562,Linkage Projects,2016,Closed,340000,354670.0,The University of New South Wales
LP160100570,Linkage Projects,2016,Closed,240929,251068.0,The University of New South Wales
LP160100573,Linkage Projects,2016,Closed,228186,237439.0,The University of New South Wales
LP160100575,Linkage Projects,2016,Closed,330378,344336.0,The University of New South Wales
LP160100576,Linkage Projects,2016,Closed,576000,598993.0,Macquarie University
LP160100578,Linkage Projects,2016,Closed,225000,234493.0,University of South Australia
LP160100584,Linkage Projects,2016,Closed,360000,377440.0,The University of Melbourne
LP160100594,Linkage Projects,2016,Closed,178464,185740.0,University of the Sunshine Coast
LP160100597,Linkage Projects,2016,Closed,450000,469009.0,The University of Newcastle
LP160100598,Linkage Projects,2016,Closed,590000,615186.0,The University of Queensland
LP160100610,Linkage Projects,2016,Closed,325000,338497.0,The University of New South Wales
LP160100619,Linkage Projects,2016,Closed,330000,343939.0,The University of Queensland
LP160100620,Linkage Projects,2016,Closed,450000,468347.0,The University of New South Wales
LP160100622,Linkage Projects,2016,Closed,238822,248632.0,The University of New South Wales
LP160100627,Linkage Projects,2016,Closed,600000,629936.0,The University of Sydney
LP160100629,Linkage Projects,2016,Closed,352641,0.0,The University of Melbourne
LP160100630,Linkage Projects,2016,Closed,520000,542493.0,University of Technology Sydney
LP160100633,Linkage Projects,2016,Closed,362000,377861.0,University of South Australia
LP160100635,Linkage Projects,2016,Closed,552000,575678.0,The University of Melbourne
LP160100649,Linkage Projects,2016,Closed,220000,228808.0,RMIT University
LP160100650,Linkage Projects,2016,Closed,410000,427362.0,The University of Melbourne
LP160100657,Linkage Projects,2016,Closed,500000,521362.0,The University of Adelaide
LP160100661,Linkage Projects,2016,Closed,115000,118831.0,The University of Melbourne
LP160100662,Linkage Projects,2016,Closed,285000,296862.0,RMIT University
LP160100666,Linkage Projects,2016,Closed,470000,489809.0,The University of Melbourne
LP160100670,Linkage Projects,2016,Closed,568000,591575.0,The University of New South Wales
LP160100672,Linkage Projects,2016,Closed,220000,229293.0,The University of New South Wales
LP160100686,Linkage Projects,2016,Closed,410000,427162.0,University of Wollongong
LP160100687,Linkage Projects,2016,Closed,288000,300121.0,The University of Melbourne
LP160100690,Linkage Projects,2016,Closed,310000,322720.0,The University of Queensland
LP160100697,Linkage Projects,2016,Closed,235000,244451.0,University of Technology Sydney
LP160100700,Linkage Projects,2016,Closed,520000,541524.0,The University of Adelaide
LP160100705,Linkage Projects,2016,Closed,515000,536962.0,Monash University
LP160100707,Linkage Projects,2016,Closed,412000,429186.0,Queensland University of Technology
LP160100708,Linkage Projects,2016,Closed,466000,484409.0,The University of New South Wales
LP160100717,Linkage Projects,2016,Closed,229000,99541.0,University of South Australia
LP160100722,Linkage Projects,2016,Closed,191000,198954.0,The University of Queensland
LP160100730,Linkage Projects,2016,Closed,287771,300018.0,The University of Queensland
LP160100731,Linkage Projects,2016,Closed,388000,404336.0,The University of Queensland
LP160100736,Linkage Projects,2016,Closed,325000,338804.0,The University of Queensland
LP160100743,Linkage Projects,2016,Closed,195000,202951.0,The University of Sydney
LP160100757,Linkage Projects,2016,Closed,197048,0.0,University of Wollongong
LP160100758,Linkage Projects,2016,Closed,360000,377836.0,University of Tasmania
LP160100764,Linkage Projects,2016,Closed,610000,277411.0,The University of Western Australia
LP160100765,Linkage Projects,2016,Closed,510000,243462.0,The University of Western Australia
LP160100776,Linkage Projects,2016,Closed,348000,365627.0,Swinburne University of Technology
LP160100780,Linkage Projects,2016,Closed,320000,332966.0,The University of Melbourne
LP160100786,Linkage Projects,2016,Closed,420000,437124.0,The University of Melbourne
LP160100800,Linkage Projects,2016,Closed,235000,244761.0,Queensland University of Technology
