code,scheme_name,funding_commencement_year,grant_status,funding_at_announcement,funding_current,administering_organisation
LP100100010,Linkage Projects,2010,Closed,324851,355723.0,RMIT University
LP100100017,Linkage Projects,2010,Closed,240546,251316.0,The University of Melbourne
LP100100032,Linkage Projects,2010,Closed,240000,250744.0,The University of Queensland
LP100100033,Linkage Projects,2010,Closed,1110000,1197470.0,University of Tasmania
LP100100037,Linkage Projects,2010,Closed,230000,0.0,RMIT University
LP100100045,Linkage Projects,2010,Closed,150000,156715.0,Federation University Australia
LP100100049,Linkage Projects,2010,Closed,200000,209033.0,Deakin University
LP100100050,Linkage Projects,2010,Closed,355000,371047.0,University of Tasmania
LP100100052,Linkage Projects,2010,Closed,192000,198740.0,The University of Sydney
LP100100056,Linkage Projects,2010,Closed,548000,601428.0,The University of New South Wales
LP100100066,Linkage Projects,2010,Closed,448000,0.0,Deakin University
LP100100068,Linkage Projects,2010,Closed,110000,94183.0,The University of Melbourne
LP100100069,Linkage Projects,2010,Closed,470000,506601.0,Deakin University
LP100100073,Linkage Projects,2010,Closed,308000,321004.0,Charles Darwin University
LP100100076,Linkage Projects,2010,Closed,132000,137909.0,The University of Melbourne
LP100100078,Linkage Projects,2010,Closed,1205904,1299959.0,Monash University
LP100100084,Linkage Projects,2010,Closed,172000,179659.0,Australian Catholic University
LP100100087,Linkage Projects,2010,Closed,300000,314867.0,Deakin University
LP100100091,Linkage Projects,2010,Closed,240000,250744.0,The University of Melbourne
LP100100092,Linkage Projects,2010,Closed,600000,626139.0,The University of Melbourne
LP100100103,Linkage Projects,2010,Closed,80007,99305.0,Victoria University
LP100100106,Linkage Projects,2010,Closed,325000,359671.0,The Australian National University
LP100100127,Linkage Projects,2010,Closed,330000,344492.0,The University of Melbourne
LP100100128,Linkage Projects,2010,Closed,1237600,1316664.0,The University of New South Wales
LP100100131,Linkage Projects,2010,Closed,157014,164411.0,The University of Melbourne
LP100100133,Linkage Projects,2010,Closed,228000,231743.0,The University of Newcastle
LP100100136,Linkage Projects,2010,Closed,285000,314030.0,Charles Sturt University
LP100100143,Linkage Projects,2010,Closed,233000,258127.0,The Australian National University
LP100100150,Linkage Projects,2010,Closed,580000,622746.0,The University of Western Australia
LP100100153,Linkage Projects,2010,Closed,64000,65842.0,The University of Adelaide
LP100100154,Linkage Projects,2010,Closed,420000,449605.0,Australian Catholic University
LP100100156,Linkage Projects,2010,Closed,273000,300683.0,The University of Queensland
LP100100158,Linkage Projects,2010,Closed,310000,319165.0,The University of Sydney
LP100100159,Linkage Projects,2010,Closed,182294,222229.0,Monash University
LP100100160,Linkage Projects,2010,Closed,210000,219401.0,Murdoch University
LP100100163,Linkage Projects,2010,Closed,395000,426749.0,Griffith University
LP100100165,Linkage Projects,2010,Closed,80007,98217.0,The University of Queensland
LP100100172,Linkage Projects,2010,Closed,80007,106240.0,The Australian National University
LP100100193,Linkage Projects,2010,Closed,177697,201738.0,The University of Melbourne
LP100100194,Linkage Projects,2010,Closed,600000,628497.0,Monash University
LP100100205,Linkage Projects,2010,Closed,132000,135704.0,Griffith University
LP100100208,Linkage Projects,2010,Closed,159106,166385.0,Deakin University
LP100100212,Linkage Projects,2010,Closed,87902,91756.0,The University of Adelaide
LP100100213,Linkage Projects,2010,Closed,140000,143757.0,University of Technology Sydney
LP100100215,Linkage Projects,2010,Closed,145000,149134.0,The University of Adelaide
LP100100222,Linkage Projects,2010,Closed,397000,442433.0,Swinburne University of Technology
LP100100223,Linkage Projects,2010,Closed,491000,518087.0,The University of Melbourne
LP100100225,Linkage Projects,2010,Closed,246000,271933.0,The University of Queensland
LP100100232,Linkage Projects,2010,Closed,320553,351201.0,Queensland University of Technology
LP100100236,Linkage Projects,2010,Closed,178676,201651.0,University of Wollongong
LP100100242,Linkage Projects,2010,Closed,360000,376155.0,The University of New South Wales
LP100100250,Linkage Projects,2010,Closed,151538,173206.0,The University of Melbourne
LP100100256,Linkage Projects,2010,Closed,340000,355025.0,Macquarie University
LP100100258,Linkage Projects,2010,Closed,322104,337274.0,Monash University
LP100100266,Linkage Projects,2010,Closed,169000,176582.0,Curtin University
LP100100272,Linkage Projects,2010,Closed,119000,139216.0,The University of Adelaide
LP100100283,Linkage Projects,2010,Closed,610000,662594.0,The University of New South Wales
LP100100285,Linkage Projects,2010,Closed,510000,541700.0,Curtin University
LP100100291,Linkage Projects,2010,Closed,290000,303061.0,The University of Melbourne
LP100100292,Linkage Projects,2010,Closed,175000,182674.0,Queensland University of Technology
LP100100294,Linkage Projects,2010,Closed,80007,98509.0,Monash University
LP100100296,Linkage Projects,2010,Closed,80007,98509.0,The University of Melbourne
LP100100299,Linkage Projects,2010,Closed,718000,810238.0,Monash University
LP100100300,Linkage Projects,2010,Closed,292000,0.0,The University of Sydney
LP100100302,Linkage Projects,2010,Closed,555000,570745.0,Queensland University of Technology
LP100100307,Linkage Projects,2010,Closed,269000,281154.0,The University of Melbourne
LP100100310,Linkage Projects,2010,Closed,253000,263701.0,The University of Sydney
LP100100311,Linkage Projects,2010,Closed,140000,144513.0,Deakin University
LP100100312,Linkage Projects,2010,Closed,600000,628377.0,Macquarie University
LP100100315,Linkage Projects,2010,Closed,66907,69037.0,Monash University
LP100100319,Linkage Projects,2010,Closed,228000,253128.0,The University of Sydney
LP100100321,Linkage Projects,2010,Closed,126669,130337.0,Central Queensland University
LP100100324,Linkage Projects,2010,Closed,348000,363823.0,Griffith University
LP100100325,Linkage Projects,2010,Closed,293000,338234.0,The University of Queensland
LP100100339,Linkage Projects,2010,Closed,600000,627818.0,The University of Adelaide
LP100100340,Linkage Projects,2010,Closed,240000,250744.0,University of South Australia
LP100100342,Linkage Projects,2010,Closed,385472,424149.0,The University of Queensland
LP100100344,Linkage Projects,2010,Closed,235000,276534.0,Griffith University
LP100100347,Linkage Projects,2010,Closed,230000,239816.0,The University of Sydney
LP100100356,Linkage Projects,2010,Closed,240546,251316.0,The University of Queensland
LP100100361,Linkage Projects,2010,Closed,130000,136299.0,The University of Newcastle
LP100100367,Linkage Projects,2010,Closed,450000,484506.0,The University of New South Wales
LP100100369,Linkage Projects,2010,Closed,665000,698484.0,Australian Catholic University
LP100100375,Linkage Projects,2010,Closed,213000,237351.0,The University of Queensland
LP100100380,Linkage Projects,2010,Closed,372000,389073.0,The University of Queensland
LP100100382,Linkage Projects,2010,Closed,215428,225506.0,The University of New South Wales
LP100100388,Linkage Projects,2010,Closed,168831,176590.0,The University of Melbourne
LP100100392,Linkage Projects,2010,Closed,300000,313430.0,The University of Melbourne
LP100100394,Linkage Projects,2010,Closed,435000,454473.0,The University of Queensland
LP100100396,Linkage Projects,2010,Closed,241669,249784.0,Griffith University
LP100100400,Linkage Projects,2010,Closed,285000,297479.0,The University of Queensland
LP100100404,Linkage Projects,2010,Closed,250000,260951.0,RMIT University
LP100100408,Linkage Projects,2010,Closed,371000,378567.0,The University of Queensland
LP100100411,Linkage Projects,2010,Closed,74000,77073.0,Griffith University
LP100100417,Linkage Projects,2010,Closed,57000,58665.0,University of Wollongong
LP100100418,Linkage Projects,2010,Closed,132000,138100.0,The University of Queensland
LP100100422,Linkage Projects,2010,Closed,298000,311356.0,Deakin University
LP100100424,Linkage Projects,2010,Closed,80000,82303.0,The University of New South Wales
LP100100427,Linkage Projects,2010,Closed,540000,610455.0,The Australian National University
LP100100428,Linkage Projects,2010,Closed,131054,136546.0,Monash University
LP100100433,Linkage Projects,2010,Closed,358000,374920.0,Curtin University
LP100100434,Linkage Projects,2010,Closed,270000,282087.0,Monash University
LP100100436,Linkage Projects,2010,Closed,229000,268995.0,The University of Western Australia
LP100100437,Linkage Projects,2010,Closed,445000,0.0,The University of New South Wales
LP100100438,Linkage Projects,2010,Closed,640000,680390.0,The University of Western Australia
LP100100440,Linkage Projects,2010,Closed,580000,620926.0,University of Wollongong
LP100100441,Linkage Projects,2010,Closed,302401,315571.0,The University of Melbourne
LP100100448,Linkage Projects,2010,Closed,140000,146906.0,Monash University
LP100100449,Linkage Projects,2010,Closed,340000,354690.0,University of South Australia
LP100100451,Linkage Projects,2010,Closed,335000,350157.0,The University of Sydney
LP100100454,Linkage Projects,2010,Closed,240000,250744.0,Deakin University
LP100100461,Linkage Projects,2010,Closed,532000,555670.0,The University of New South Wales
LP100100466,Linkage Projects,2010,Closed,628366,655676.0,The University of New South Wales
LP100100467,Linkage Projects,2010,Closed,318000,342574.0,The Australian National University
LP100100471,Linkage Projects,2010,Closed,253338,263186.0,The University of Sydney
LP100100477,Linkage Projects,2010,Closed,213000,222855.0,Monash University
LP100100481,Linkage Projects,2010,Closed,557000,581893.0,The University of New South Wales
LP100100494,Linkage Projects,2010,Closed,249000,260226.0,University of Technology Sydney
LP100100495,Linkage Projects,2010,Closed,710280,741948.0,The University of Queensland
LP100100500,Linkage Projects,2010,Closed,324000,333408.0,The University of Sydney
LP100100503,Linkage Projects,2010,Closed,206677,216235.0,The University of Melbourne
LP100100504,Linkage Projects,2010,Closed,240546,251316.0,The University of New South Wales
LP100100508,Linkage Projects,2010,Closed,105000,125003.0,Monash University
LP100100513,Linkage Projects,2010,Closed,68558,69981.0,La Trobe University
LP100100524,Linkage Projects,2010,Closed,650000,679414.0,The University of Melbourne
LP100100526,Linkage Projects,2010,Closed,99000,103432.0,Flinders University
LP100100529,Linkage Projects,2010,Closed,366000,382385.0,University of Tasmania
LP100100533,Linkage Projects,2010,Closed,235000,245360.0,The University of New South Wales
LP100100546,Linkage Projects,2010,Closed,320553,349825.0,The University of Melbourne
LP100100549,Linkage Projects,2010,Closed,161676,66450.0,University of Wollongong
LP100100554,Linkage Projects,2010,Closed,80007,99091.0,Victoria University
LP100100558,Linkage Projects,2010,Closed,80007,83568.0,Victoria University
LP100100562,Linkage Projects,2010,Closed,200000,205276.0,The University of New South Wales
LP100100565,Linkage Projects,2010,Closed,360000,376155.0,Queensland University of Technology
LP100100566,Linkage Projects,2010,Closed,301338,343056.0,The University of Sydney
LP100100567,Linkage Projects,2010,Closed,618004,660156.0,The Australian National University
LP100100570,Linkage Projects,2010,Closed,80007,83588.0,Queensland University of Technology
LP100100575,Linkage Projects,2010,Closed,240546,251316.0,Queensland University of Technology
LP100100586,Linkage Projects,2010,Closed,298000,311564.0,The University of Melbourne
LP100100588,Linkage Projects,2010,Closed,805000,860043.0,The Australian National University
LP100100589,Linkage Projects,2010,Closed,423520,442033.0,Southern Cross University
LP100100594,Linkage Projects,2010,Closed,400000,426969.0,The University of Sydney
LP100100596,Linkage Projects,2010,Closed,280000,293651.0,Flinders University
LP100100597,Linkage Projects,2010,Closed,208000,216975.0,The University of New South Wales
LP100100598,Linkage Projects,2010,Closed,150000,154286.0,The University of New South Wales
LP100100599,Linkage Projects,2010,Closed,132000,135897.0,Monash University
LP100100600,Linkage Projects,2010,Closed,365000,380180.0,The University of Sydney
LP100100609,Linkage Projects,2010,Closed,279000,291489.0,RMIT University
LP100100612,Linkage Projects,2010,Closed,288000,300790.0,The University of Sydney
LP100100613,Linkage Projects,2010,Closed,448000,468071.0,The University of Adelaide
LP100100614,Linkage Projects,2010,Closed,80007,98509.0,The University of Queensland
LP100100616,Linkage Projects,2010,Closed,896251,936700.0,University of South Australia
LP100100618,Linkage Projects,2010,Closed,420000,471186.0,University of Wollongong
LP100100619,Linkage Projects,2010,Closed,250000,260952.0,James Cook University
LP100100620,Linkage Projects,2010,Closed,461000,356131.0,The University of Western Australia
LP100100622,Linkage Projects,2010,Closed,470000,505679.0,Swinburne University of Technology
LP100100624,Linkage Projects,2010,Closed,312453,326439.0,Victoria University
LP100100640,Linkage Projects,2010,Closed,740000,782660.0,The University of Western Australia
LP100100647,Linkage Projects,2010,Closed,160000,164767.0,The University of Western Australia
LP100100650,Linkage Projects,2010,Closed,120000,97154.0,James Cook University
LP100100659,Linkage Projects,2010,Closed,1678558,1804099.0,The University of Queensland
LP100100668,Linkage Projects,2010,Closed,622997,650858.0,The University of Adelaide
LP100100672,Linkage Projects,2010,Closed,330000,360757.0,University of Wollongong
LP100100693,Linkage Projects,2010,Closed,240000,250064.0,Western Sydney University
LP100100696,Linkage Projects,2010,Closed,279215,291445.0,RMIT University
LP100100700,Linkage Projects,2010,Closed,160014,167176.0,University of Tasmania
LP100100702,Linkage Projects,2010,Closed,632000,675539.0,The University of New South Wales
LP100100704,Linkage Projects,2010,Closed,160000,164606.0,The University of Adelaide
LP100100712,Linkage Projects,2010,Closed,700994,762115.0,The University of New South Wales
LP100100713,Linkage Projects,2010,Closed,285000,297750.0,The University of New South Wales
LP100100720,Linkage Projects,2010,Closed,420000,441198.0,The University of Sydney
LP100100721,Linkage Projects,2010,Closed,93338,95294.0,The Australian National University
LP100100732,Linkage Projects,2010,Closed,260000,186236.0,The University of New South Wales
LP100100734,Linkage Projects,2010,Closed,90000,94029.0,Curtin University
LP100100738,Linkage Projects,2010,Closed,385000,399898.0,The University of Queensland
LP100100740,Linkage Projects,2010,Closed,625000,675547.0,The University of Sydney
LP100100741,Linkage Projects,2010,Closed,710000,530555.0,The Australian National University
LP100100746,Linkage Projects,2010,Closed,160014,197018.0,Monash University
LP100100755,Linkage Projects,2010,Closed,345000,360444.0,The University of Queensland
LP100100756,Linkage Projects,2010,Closed,240000,250744.0,The University of Melbourne
LP100100761,Linkage Projects,2010,Closed,142223,148656.0,The University of Queensland
LP100100776,Linkage Projects,2010,Closed,255000,281335.0,Murdoch University
LP100100791,Linkage Projects,2010,Closed,300000,313430.0,The University of Adelaide
LP100100792,Linkage Projects,2010,Closed,190858,199486.0,The University of Adelaide
LP100100793,Linkage Projects,2010,Closed,80007,84339.0,The University of Western Australia
LP100100797,Linkage Projects,2010,Closed,80007,98509.0,The University of Melbourne
LP100100798,Linkage Projects,2010,Closed,277198,288049.0,Charles Darwin University
LP100100799,Linkage Projects,2010,Closed,480000,501886.0,The University of Sydney
LP100100800,Linkage Projects,2010,Closed,318000,348178.0,The University of Melbourne
LP100100802,Linkage Projects,2010,Closed,228000,239261.0,University of Wollongong
LP100100804,Linkage Projects,2010,Closed,354897,370486.0,The University of New South Wales
LP100100805,Linkage Projects,2010,Closed,243000,253878.0,The University of Melbourne
LP100100806,Linkage Projects,2010,Closed,160014,167176.0,The University of New South Wales
LP100100808,Linkage Projects,2010,Closed,178000,185984.0,The Australian National University
LP100100810,Linkage Projects,2010,Closed,275000,204360.0,University of Canberra
LP100100812,Linkage Projects,2010,Closed,479000,544830.0,The University of Western Australia
LP100100814,Linkage Projects,2010,Closed,160014,197018.0,The University of New South Wales
LP100100816,Linkage Projects,2010,Closed,159106,166385.0,Deakin University
LP100100825,Linkage Projects,2010,Closed,520000,543758.0,The University of Melbourne
LP100100837,Linkage Projects,2010,Closed,201000,209359.0,Western Sydney University
LP100100847,Linkage Projects,2010,Closed,167779,172622.0,The University of New South Wales
LP100100852,Linkage Projects,2010,Closed,599662,656535.0,The University of New South Wales
LP100100854,Linkage Projects,2010,Closed,212000,56689.0,The University of Melbourne
LP100100863,Linkage Projects,2010,Closed,200395,204961.0,University of South Australia
LP100100868,Linkage Projects,2010,Closed,268000,280972.0,University of Wollongong
LP100100876,Linkage Projects,2010,Closed,80007,98509.0,Flinders University
LP100100880,Linkage Projects,2010,Closed,280000,292294.0,The University of New England
LP100100889,Linkage Projects,2010,Closed,348000,364992.0,Monash University
LP100100890,Linkage Projects,2010,Closed,162663,169932.0,University of South Australia
LP100100894,Linkage Projects,2010,Closed,240000,246909.0,Monash University
LP100100898,Linkage Projects,2010,Closed,150000,156634.0,Deakin University
LP100200002,Linkage Projects,2010,Closed,520000,566052.0,The University of Queensland
LP100200006,Linkage Projects,2010,Closed,270000,286469.0,Edith Cowan University
LP100200007,Linkage Projects,2010,Closed,255880,266845.0,The University of Adelaide
LP100200014,Linkage Projects,2010,Closed,207000,219639.0,Murdoch University
LP100200016,Linkage Projects,2010,Closed,317000,335801.0,The University of Western Australia
LP100200021,Linkage Projects,2010,Closed,425000,450762.0,The University of New South Wales
LP100200026,Linkage Projects,2010,Closed,80007,99821.0,University of Canberra
LP100200033,Linkage Projects,2010,Closed,270000,286484.0,Griffith University
LP100200034,Linkage Projects,2010,Closed,160014,199642.0,RMIT University
LP100200037,Linkage Projects,2010,Closed,270000,0.0,The University of New South Wales
LP100200038,Linkage Projects,2010,Closed,550000,583926.0,Queensland University of Technology
LP100200052,Linkage Projects,2010,Closed,349594,371056.0,Queensland University of Technology
LP100200056,Linkage Projects,2010,Closed,173000,182159.0,Queensland University of Technology
LP100200057,Linkage Projects,2010,Closed,150000,159162.0,Deakin University
LP100200065,Linkage Projects,2010,Closed,92673,98339.0,Flinders University
LP100200072,Linkage Projects,2010,Closed,510000,556678.0,Monash University
LP100200079,Linkage Projects,2010,Closed,240000,269574.0,The Australian National University
LP100200080,Linkage Projects,2010,Closed,320000,426563.0,University of Technology Sydney
LP100200084,Linkage Projects,2010,Closed,304000,321108.0,Queensland University of Technology
LP100200085,Linkage Projects,2010,Closed,210000,222809.0,The University of Western Australia
LP100200087,Linkage Projects,2010,Closed,84547,89778.0,Western Sydney University
LP100200088,Linkage Projects,2010,Closed,163700,172936.0,RMIT University
LP100200090,Linkage Projects,2010,Closed,370000,392934.0,Monash University
LP100200093,Linkage Projects,2010,Closed,233000,247097.0,Curtin University
LP100200094,Linkage Projects,2010,Closed,283000,299159.0,The University of Melbourne
LP100200096,Linkage Projects,2010,Closed,384000,422207.0,The University of New South Wales
LP100200102,Linkage Projects,2010,Closed,430000,456594.0,The University of Adelaide
LP100200107,Linkage Projects,2010,Closed,192500,222368.0,The University of Queensland
LP100200110,Linkage Projects,2010,Closed,240000,252455.0,The University of Sydney
LP100200112,Linkage Projects,2010,Closed,195000,206894.0,The University of Melbourne
LP100200113,Linkage Projects,2010,Closed,360000,383739.0,The University of Western Australia
LP100200114,Linkage Projects,2010,Closed,230000,241491.0,The University of Adelaide
LP100200118,Linkage Projects,2010,Closed,347000,385644.0,RMIT University
LP100200122,Linkage Projects,2010,Closed,1135000,1256080.0,University of Tasmania
LP100200125,Linkage Projects,2010,Closed,180000,205912.0,Curtin University
LP100200127,Linkage Projects,2010,Closed,192000,203625.0,The University of Adelaide
LP100200129,Linkage Projects,2010,Closed,625000,681162.0,The University of Melbourne
LP100200135,Linkage Projects,2010,Closed,2500000,2339926.0,The University of Western Australia
LP100200136,Linkage Projects,2010,Closed,560000,608856.0,The University of Western Australia
LP100200137,Linkage Projects,2010,Closed,170000,180350.0,The University of Western Australia
LP100200140,Linkage Projects,2010,Closed,150000,159162.0,Monash University
LP100200142,Linkage Projects,2010,Closed,278000,294121.0,The University of New South Wales
LP100200150,Linkage Projects,2010,Closed,371572,394286.0,The University of New South Wales
LP100200153,Linkage Projects,2010,Closed,199000,211256.0,Deakin University
LP100200156,Linkage Projects,2010,Closed,290000,323088.0,The University of Sydney
LP100200158,Linkage Projects,2010,Closed,210000,223497.0,The University of Melbourne
LP100200159,Linkage Projects,2010,Closed,220000,233517.0,The University of Queensland
LP100200160,Linkage Projects,2010,Closed,254000,269372.0,Swinburne University of Technology
LP100200162,Linkage Projects,2010,Closed,354008,375538.0,The University of Melbourne
LP100200164,Linkage Projects,2010,Closed,1285047,1424917.0,The University of Melbourne
LP100200165,Linkage Projects,2010,Closed,315000,334623.0,The University of New South Wales
LP100200170,Linkage Projects,2010,Closed,430000,455906.0,The University of Melbourne
LP100200173,Linkage Projects,2010,Closed,330000,365063.0,The University of Western Australia
LP100200176,Linkage Projects,2010,Closed,312831,332168.0,Deakin University
LP100200179,Linkage Projects,2010,Closed,405076,444977.0,La Trobe University
LP100200182,Linkage Projects,2010,Closed,130000,135561.0,The University of Melbourne
LP100200184,Linkage Projects,2010,Closed,240000,254653.0,The University of Melbourne
LP100200185,Linkage Projects,2010,Closed,234573,248413.0,Curtin University
LP100200197,Linkage Projects,2010,Closed,347406,383003.0,Monash University
LP100200198,Linkage Projects,2010,Closed,288052,304363.0,The University of Sydney
LP100200199,Linkage Projects,2010,Closed,300000,318299.0,The University of Melbourne
LP100200203,Linkage Projects,2010,Closed,240000,342328.0,The University of New South Wales
LP100200205,Linkage Projects,2010,Closed,80007,99821.0,Griffith University
LP100200206,Linkage Projects,2010,Closed,330000,141668.0,Monash University
LP100200208,Linkage Projects,2010,Closed,240000,254995.0,University of Wollongong
LP100200215,Linkage Projects,2010,Closed,469045,505201.0,The University of Queensland
LP100200216,Linkage Projects,2010,Closed,342000,32077.0,The University of New South Wales
LP100200218,Linkage Projects,2010,Closed,140000,145710.0,Griffith University
LP100200222,Linkage Projects,2010,Closed,290000,475626.0,The University of Queensland
LP100200223,Linkage Projects,2010,Closed,300000,333920.0,The University of Queensland
LP100200224,Linkage Projects,2010,Closed,135907,143776.0,The University of Melbourne
LP100200227,Linkage Projects,2010,Closed,140000,146138.0,University of Southern Queensland
LP100200229,Linkage Projects,2010,Closed,172951,183535.0,Griffith University
LP100200234,Linkage Projects,2010,Closed,73111,77222.0,La Trobe University
LP100200238,Linkage Projects,2010,Closed,270000,285376.0,The University of New South Wales
LP100200240,Linkage Projects,2010,Closed,200313,227841.0,The University of Melbourne
LP100200242,Linkage Projects,2010,Closed,270000,286469.0,Victoria University
LP100200245,Linkage Projects,2010,Closed,165000,190012.0,The University of Sydney
LP100200250,Linkage Projects,2010,Closed,150000,159366.0,The University of Queensland
LP100200252,Linkage Projects,2010,Closed,80007,84900.0,The University of Sydney
LP100200254,Linkage Projects,2010,Closed,343000,362357.0,University of Technology Sydney
LP100200259,Linkage Projects,2010,Closed,152000,176140.0,The University of New South Wales
LP100200261,Linkage Projects,2010,Closed,210000,223217.0,The University of Melbourne
LP100200265,Linkage Projects,2010,Closed,430000,472430.0,University of Wollongong
LP100200267,Linkage Projects,2010,Closed,150000,159162.0,Murdoch University
LP100200270,Linkage Projects,2010,Closed,509854,546980.0,Monash University
LP100200275,Linkage Projects,2010,Closed,160014,184721.0,The University of New South Wales
LP100200276,Linkage Projects,2010,Closed,258182,273807.0,The University of Queensland
LP100200277,Linkage Projects,2010,Closed,203694,216233.0,The University of Melbourne
LP100200280,Linkage Projects,2010,Closed,430000,455906.0,The University of Sydney
LP100200297,Linkage Projects,2010,Closed,359398,396399.0,The University of New South Wales
LP100200304,Linkage Projects,2010,Closed,244147,251202.0,The University of Melbourne
LP100200306,Linkage Projects,2010,Closed,345000,366057.0,Swinburne University of Technology
LP100200312,Linkage Projects,2010,Closed,210000,222403.0,Griffith University
LP100200318,Linkage Projects,2010,Closed,216000,229202.0,Queensland University of Technology
LP100200327,Linkage Projects,2010,Closed,91653,97093.0,James Cook University
LP100200328,Linkage Projects,2010,Closed,86207,91483.0,RMIT University
LP100200330,Linkage Projects,2010,Closed,164128,171166.0,Deakin University
LP100200339,Linkage Projects,2010,Closed,530000,563617.0,The University of Sydney
LP100200348,Linkage Projects,2010,Closed,340000,356770.0,The University of New South Wales
LP100200349,Linkage Projects,2010,Closed,286602,304373.0,The University of Queensland
LP100200359,Linkage Projects,2010,Closed,170000,180272.0,The Australian National University
LP100200362,Linkage Projects,2010,Closed,300000,317333.0,The University of New South Wales
LP100200366,Linkage Projects,2010,Closed,400000,422639.0,The University of Adelaide
LP100200376,Linkage Projects,2010,Closed,202551,229809.0,La Trobe University
LP100200380,Linkage Projects,2010,Closed,200000,211568.0,Murdoch University
LP100200387,Linkage Projects,2010,Closed,560000,617104.0,University of the Sunshine Coast
LP100200389,Linkage Projects,2010,Closed,220000,229410.0,The University of Melbourne
LP100200393,Linkage Projects,2010,Closed,140000,148863.0,Queensland University of Technology
LP100200397,Linkage Projects,2010,Closed,192000,204707.0,The University of Sydney
LP100200405,Linkage Projects,2010,Closed,280000,297304.0,Monash University
LP100200406,Linkage Projects,2010,Closed,169735,178963.0,Griffith University
LP100200409,Linkage Projects,2010,Closed,405000,428687.0,Flinders University
LP100200413,Linkage Projects,2010,Closed,273331,287141.0,Flinders University
LP100200415,Linkage Projects,2010,Closed,636000,688077.0,The Australian National University
LP100200417,Linkage Projects,2010,Closed,162383,98558.0,Monash University
LP100200418,Linkage Projects,2010,Closed,410000,448688.0,The University of Queensland
LP100200422,Linkage Projects,2010,Closed,540000,571986.0,The University of Queensland
LP100200427,Linkage Projects,2010,Closed,380000,403030.0,The University of Queensland
LP100200429,Linkage Projects,2010,Closed,272000,288634.0,The University of Western Australia
LP100200430,Linkage Projects,2010,Closed,255000,270558.0,The University of Melbourne
LP100200432,Linkage Projects,2010,Closed,210000,294471.0,Monash University
LP100200435,Linkage Projects,2010,Closed,180000,190991.0,University of Technology Sydney
LP100200442,Linkage Projects,2010,Closed,220000,232818.0,The University of New South Wales
LP100200446,Linkage Projects,2010,Closed,367289,416609.0,Griffith University
LP100200455,Linkage Projects,2010,Closed,466158,495215.0,James Cook University
LP100200456,Linkage Projects,2010,Closed,290000,311627.0,University of Tasmania
LP100200461,Linkage Projects,2010,Closed,460000,488550.0,University of Wollongong
LP100200462,Linkage Projects,2010,Closed,85000,0.0,The University of Queensland
LP100200463,Linkage Projects,2010,Closed,80850,0.0,The Australian National University
LP100200465,Linkage Projects,2010,Closed,170000,177273.0,Monash University
LP100200469,Linkage Projects,2010,Closed,222941,253118.0,Griffith University
LP100200475,Linkage Projects,2010,Closed,249786,265180.0,The University of Queensland
LP100200476,Linkage Projects,2010,Closed,440000,466220.0,Queensland University of Technology
LP100200479,Linkage Projects,2010,Closed,240546,255221.0,La Trobe University
LP100200482,Linkage Projects,2010,Closed,160000,166845.0,The University of Queensland
LP100200486,Linkage Projects,2010,Closed,220000,233784.0,The University of New South Wales
LP100200488,Linkage Projects,2010,Closed,580000,616429.0,The University of Newcastle
LP100200493,Linkage Projects,2010,Closed,104000,110099.0,The University of Adelaide
LP100200494,Linkage Projects,2010,Closed,320000,339358.0,The University of Adelaide
LP100200497,Linkage Projects,2010,Closed,80007,99821.0,RMIT University
LP100200499,Linkage Projects,2010,Closed,164469,113573.0,Victoria University
LP100200500,Linkage Projects,2010,Closed,410000,434365.0,Monash University
LP100200504,Linkage Projects,2010,Closed,225000,238864.0,The University of Queensland
LP100200507,Linkage Projects,2010,Closed,2094275,2282093.0,The University of Western Australia
LP100200524,Linkage Projects,2010,Closed,240000,254653.0,University of South Australia
LP100200526,Linkage Projects,2010,Closed,150000,159697.0,University of Wollongong
LP100200531,Linkage Projects,2010,Closed,80007,0.0,Charles Darwin University
LP100200532,Linkage Projects,2010,Closed,270000,286469.0,The University of New South Wales
LP100200533,Linkage Projects,2010,Closed,300000,348166.0,University of South Australia
LP100200538,Linkage Projects,2010,Closed,365000,387662.0,RMIT University
LP100200545,Linkage Projects,2010,Closed,204425,216450.0,The University of Melbourne
LP100200548,Linkage Projects,2010,Closed,146476,155472.0,Curtin University
LP100200549,Linkage Projects,2010,Closed,213769,241902.0,Flinders University
LP100200561,Linkage Projects,2010,Closed,340000,446440.0,James Cook University
LP100200571,Linkage Projects,2010,Closed,265000,296382.0,The University of Melbourne
LP100200573,Linkage Projects,2010,Closed,262000,277766.0,The University of New South Wales
LP100200574,Linkage Projects,2010,Closed,255000,270007.0,The University of New South Wales
LP100200579,Linkage Projects,2010,Closed,320000,340410.0,Monash University
LP100200584,Linkage Projects,2010,Closed,250000,231153.0,The University of Western Australia
LP100200586,Linkage Projects,2010,Closed,1450000,1580287.0,Macquarie University
LP100200590,Linkage Projects,2010,Closed,408000,433670.0,The University of Melbourne
LP100200593,Linkage Projects,2010,Closed,345000,381384.0,The University of New South Wales
LP100200596,Linkage Projects,2010,Closed,413000,461147.0,The University of Sydney
LP100200597,Linkage Projects,2010,Closed,80007,99821.0,University of South Australia
LP100200604,Linkage Projects,2010,Closed,375000,396971.0,The Australian National University
LP100200607,Linkage Projects,2010,Closed,150000,158959.0,The University of New South Wales
