code,funding_commencement_year,grant_status,funding_at_announcement,funding_current,administering_organisation,chief_investigators,chief_investigators_orcids
DP250102252,2025,Active,727100,755335.0,The University of Adelaide,Prof Zaiping Guo; Dr Shilin Zhang; Dr Gemeng Liang; Dr Kaihua Wen,0000-0002-3268-5708; 0000-0002-2302-4932; 0000-0002-2497-4307
DP250104143,2025,Active,543084,565205.0,The Australian National University,Prof Michael Sherburn,0000-0001-5098-0703
DP250104770,2025,Active,647816,669661.0,Macquarie University,A/Prof Darrell Kemp; Dr Yuri Ogawa,0000-0002-5845-5513; 0000-0002-9708-7063
DP250103951,2025,Active,247596,257278.0,The Australian National University,Prof Prashant Bordia; Dr Rajiv Amarnani; Prof Patrick Raymund James Garcia,0000-0002-4280-8724; 0000-0002-3697-5980; 0000-0002-1451-0752
DP250103634,2025,Active,566337,588015.0,Queensland University of Technology,Prof Clinton Fookes; A/Prof Simon Denman; Dr Maryam Haghighat; Dr Dimity Miller; Em/Prof Sridha Sridharan; Dr Kien Nguyen,0000-0002-8515-6324; 0000-0002-0983-5480; 0000-0002-2080-8483; 0000-0001-6312-8325; 0000-0002-3466-9218
DP250101806,2025,Active,725261,756141.0,The University of New South Wales,Prof Andrea Morello; Dr Danielle Holmes,0000-0001-7445-699X; 0000-0001-7040-5538
DP250102392,2025,Active,480554,497795.0,Macquarie University,Prof Paul Formosa; A/Prof Rita Matulionyte; A/Prof Sarah Bankins; Dr Raphaël Millière,0000-0002-7490-0242; 0000-0002-5202-1351; 0000-0003-2290-3086; 0000-0001-6965-6073
DP250100831,2025,Active,690669,718743.0,The University of Queensland,Dr Sean Coakley,0000-0002-2750-5426
DP250102162,2025,Active,956929,989309.0,Griffith University,Prof Howard Wiseman; Dr Nora Tischler; A/Prof Eric Cavalcanti,0000-0002-4048-2185; 0000-0001-9627-0520
DP250104939,2025,Active,567803,589590.0,The University of New South Wales,Prof Nasser Khalili; Dr Babak Shahbodagh; Dr Mohsen Mousavi,0000-0002-7624-6731; 0000-0002-0436-5176
DP250103259,2025,Active,781756,792011.0,The University of Queensland,Prof Amin Abbosh; Dr Lei Guo,0000-0002-8015-5883; 0000-0003-4340-5801
DP250103847,2025,Active,553437,575100.0,RMIT University,Prof Qian Ma; Prof Martin Leary; Prof Milan Brandt; A/Prof Andy Song,0000-0001-9705-6913; 0000-0002-2135-1681
DP250103852,2025,Active,563722,585624.0,RMIT University,Prof Qian Ma; Prof Milan Brandt; Prof Raj Das; Dr Yunhui Chen,0000-0001-9705-6913; 0000-0001-9977-6201; 0000-0002-1684-2507
DP250101639,2025,Active,915547,951545.0,The University of Queensland,Prof Massimo Hilliard,
DP250103235,2025,Active,693889,722740.0,The University of Adelaide,Dr Cameron Shearer; A/Prof Tak Kee; Prof Rebecca Robker,0000-0002-8192-3696; 0000-0002-4907-4663
DP250102853,2025,Active,582472,606723.0,University of Tasmania,Prof Matt King; Prof Poul Christoffersen,0000-0001-5611-9498; 0000-0003-2643-8724
DP250103040,2025,Active,561156,588513.0,University of Wollongong,A/Prof Andrew Schmulow; Prof Jeannie Paterson; Prof Elise Bant; Prof Therese Wilson; Prof Jason Harris; Dr Nicola Howell,0000-0003-3347-474X; 0000-0002-4224-6485; 0000-0001-7099-4694; 0000-0003-1886-5304
DP250104567,2025,Active,842802,868510.0,The University of Queensland,Prof Felicity Meakins; Prof Myfany Turpin; Prof Linda Barwick,0000-0003-4487-4351; 0000-0003-0395-6756; 0000-0002-4832-7147
DP250101878,2025,Active,623948,649381.0,University of Tasmania,Prof Poul Christoffersen; Dr Sue Cook; Dr Hongyuan Liu; Prof Andrew Chan,0000-0003-2643-8724; 0000-0001-9878-4218; 0000-0002-5437-4695; 0000-0003-0042-8448
DP250103378,2025,Active,653891,679923.0,The University of Queensland,Prof Bernard Carroll; A/Prof Li Li; Prof Neena Mitter; Dr Anne Sawyer; Dr Christopher Brosnan; Dr Andrew Eamens,0000-0001-6545-858X; 0000-0002-8892-2098; 0000-0002-6589-985X
DP250103877,2025,Active,1134690,1157783.0,The University of Sydney,A/Prof Federico Maggi; Prof Alexander McBratney; Prof Budiman Minasny; Prof Damien Field,0000-0002-7878-8112; 0000-0002-1182-2371; 0000-0002-6877-8332
DP250103991,2025,Active,1094000,1137991.0,The University of New South Wales,A/Prof Cecile King; A/Prof Robert Weatheritt,0000-0003-2193-2563; 0000-0003-3716-1783
DP250104934,2025,Active,458417,476481.0,The University of New South Wales,Prof Jingling Xue,
DP250104856,2025,Active,704099,715867.0,Western Sydney University,Prof Brett Neilson; Prof Ned Rossiter; Prof Teresa Lea; Prof Anna Cristina Pertierra; Dr Sean Dockray,0000-0003-0710-2109; 0000-0002-0444-1466; 0000-0003-4410-5528; 0000-0002-1955-9192
DP250102777,2025,Active,618677,642246.0,The University of Sydney,Prof Assaad Masri; A/Prof Agisilaos Kourmatzis,0000-0003-3932-0370
DP250103420,2025,Active,751276,780499.0,The University of Adelaide,A/Prof Jonathan Tyler; Dr Haidee Cadd; Dr Linda Armbrecht; Dr Alexander Francke; Prof Michelle Waycott,0000-0001-8046-0215; 0000-0001-5770-3557; 0000-0002-1213-1257; 0000-0002-0370-5802; 0000-0002-0822-0564
DP250102625,2025,Active,523425,544746.0,Griffith University,Prof Jun Zhou; Prof Kuldip Paliwal,0000-0001-5822-8233
DP250101324,2025,Active,551903,573486.0,The University of New South Wales,A/Prof Georgios Konstantinou; A/Prof Hemanshu Pota; Prof Saad Mekhilef,0000-0002-4313-1647; 0000-0001-8544-8995
DP250100584,2025,Active,882000,903507.0,Flinders University,Prof Penny Edmonds; Prof Deirdre Coleman,0000-0002-2272-446X
DP250102379,2025,Active,309360,319807.0,Edith Cowan University,Prof Lelia Green; A/Prof Debra Dudek,0000-0003-4587-4679; 0000-0003-2882-8830
DP250100980,2025,Active,629104,657263.0,RMIT University,Prof Baohua Jia,0000-0002-6703-477X
DP250104166,2025,Active,734581,765354.0,The University of Sydney,Prof Qing Li; Dr Jianguang Fang,0000-0002-7930-2145; 0000-0003-0119-6108
DP250103360,2025,Active,525902,545627.0,The University of Sydney,Prof Simon Ho,0000-0002-0361-2307
DP250102216,2025,Active,455037,462623.0,University of Wollongong,Prof Nan Seuffert; Dr Sarah Ailwood; Prof Cassandra Sharp; A/Prof Jane Wangmann,0000-0002-0489-5521; 0000-0002-9015-5668; 0000-0002-0812-4214
DP250104187,2025,Active,1050000,1086660.0,The University of New South Wales,Prof Tri Phan,0000-0002-4909-2984
DP250105019,2025,Declined,737466,,,A/Prof Rodrigo Suarez,0000-0001-5153-5652
DP250103047,2025,Active,755887,786437.0,The University of Western Australia,Prof Charles Bond; Prof Ian Small,0000-0001-5300-1216
DP250103655,2025,Active,787204,816786.0,The University of Queensland,Dr Rosemary Cater,0000-0003-4503-002X
DP250100677,2025,Active,353564,361311.0,Charles Sturt University,Prof Philip Hider; Dr Simon Wakeling; Dr Amber Marshall,0000-0001-6015-4958; 0000-0002-0611-9083; 0000-0002-2354-4284
DP250102645,2025,Active,664105,689640.0,The University of Sydney,Prof Nathan Lo; Prof Simon Ho; Dr Melissa Carew,0000-0003-2176-2840; 0000-0002-0361-2307
DP250102570,2025,Active,661834,685986.0,The University of Adelaide,Prof Alan Collins; Dr Morgan Blades,0000-0002-3408-5474; 0000-0002-4653-4476
DP250102864,2025,Active,431402,446541.0,University of Tasmania,Prof Jan McDonald; Dr Manon Simon,0000-0002-9220-3969
DP250104103,2025,Active,551479,575363.0,The University of Queensland,Prof Christopher Clarkson,0000-0002-8938-8974
DP250103954,2025,Active,515565,535035.0,The University of Western Australia,Prof Gillian Yeo; A/Prof Serena Wee,0000-0001-9173-6096; 0000-0002-1609-7359
DP250104110,2025,Active,1106062,1144617.0,La Trobe University,Prof Marco Herold; Dr Emily Lelliott,0000-0001-7539-7581; 0000-0002-5028-6938
DP250102931,2025,Active,635938,660675.0,The University of Sydney,Prof Kurt Iveson; A/Prof Maria de Lourdes Melo Zurita,0000-0002-2362-4743; 0000-0002-8842-5542
DP250104463,2025,Active,482778,492251.0,Swinburne University of Technology,A/Prof Lily (Yali) Li,0000-0001-6764-4749
DP240100013,2024,Active,524034,572456.0,The Australian National University,Prof Mark Humphrey; Dr Daniel Preston,0000-0002-4433-6783; 0000-0002-1093-8153
DP240100014,2024,Active,451254,491460.0,Curtin University,Prof Debbie Silvester,0000-0002-7678-7482
DP240100017,2024,Active,518026,564394.0,University of Wollongong,Prof Willy Susilo; Dr Yannan Li,0000-0002-1562-5105; 0000-0002-4407-9027
