code,scheme_name,funding_commencement_year,grant_status,funding_at_announcement,funding_current,administering_organisation,for_primary_codes,for_primary_names,for_all_codes,for_all_names,fellowship_holders,fellowship_holders_orcids,lead_ci_orcid,lead_ci_citations_openalex_through_award_year,lead_ci_openalex_author_id,lead_ci_citation_source
DE120100508,Discovery Early Career Researcher Award,2012,Closed,375000,402254.0,The University of Queensland,0806,Information Systems,080107; 0806; 080603; 080607,Natural Language Processing; Information Systems; Conceptual Modelling; Information Engineering and Theory,Dr Tudor Groza,,,,,
DE120101167,Discovery Early Career Researcher Award,2012,Closed,375000,403052.0,The Australian National University,0101,Pure Mathematics,0101; 010102; 010110,Pure Mathematics; Algebraic and Differential Geometry; Partial Differential Equations,Dr Bin Zhou,,,,,
DE120102352,Discovery Early Career Researcher Award,2012,Closed,375000,429085.0,La Trobe University,0205,Optical Physics,0205; 020501; 090303,Optical Physics; Classical and Physical Optics; Biomedical Instrumentation,Dr Shanshan Kou,,,,,
DE120100016,Discovery Early Career Researcher Award,2012,Closed,375000,403639.0,University of South Australia,0804,Data Format,0804; 080401; 090609; 100510,Data Format; Coding and Information Theory; Signal Processing; Wireless Communications,Dr Khoa Nguyen,,,,,
DE120100161,Discovery Early Career Researcher Award,2012,Closed,375000,402057.0,Queensland University of Technology,0502,Environmental Science and Management,0502; 050206; 111799,Environmental Science and Management; Environmental Monitoring; Public Health and Health Services Not Elsewhere Classified,A/Prof Leisa-Maree Toms,0000-0002-1444-1638,0000-0002-1444-1638,2063,https://openalex.org/A5005453926,openalex_counts_by_year
DE120101270,Discovery Early Career Researcher Award,2012,Closed,375000,403639.0,Queensland University of Technology,1402,Applied Economics,1402; 140204; 140206; 140211,Applied Economics; Economics of Education; Experimental Economics; Labour Economics,Prof Lionel Page,,,,,
DE120101954,Discovery Early Career Researcher Award,2012,Closed,375000,355344.0,The Australian National University,0603,Evolutionary Biology,0603; 060309; 200320; 200499,Evolutionary Biology; Phylogeny and Comparative Analysis; Pacific Languages; Linguistics Not Elsewhere Classified,A/Prof Simon Greenhill,0000-0001-7832-6156,0000-0001-7832-6156,5253,https://openalex.org/A5006986289,openalex_counts_by_year
DE120101006,Discovery Early Career Researcher Award,2012,Closed,375000,391253.0,The University of Western Australia,1701,Psychology,130210; 1701; 170106; 170114,"Physical Education and Development Curriculum and Pedagogy; Psychology; Health, Clinical and Counselling Psychology; Sport and Exercise Psychology",Prof Ben Jackson,0000-0003-0351-8377,0000-0003-0351-8377,1234,https://openalex.org/A5056060529,openalex_counts_by_year
DE120102784,Discovery Early Career Researcher Award,2012,Closed,375000,403639.0,Flinders University,0912,Materials Engineering,090503; 0912; 091205; 100708,Construction Materials; Materials Engineering; Functional Materials; Nanomaterials,Prof Youhong Tang,0000-0003-2718-544X,0000-0003-2718-544X,2061,https://openalex.org/A5044348175,openalex_counts_by_year
DE120101311,Discovery Early Career Researcher Award,2012,Closed,375000,429085.0,The University of Melbourne,0604,Genetics,0604; 060403; 110903,Genetics; Developmental Genetics (Incl. Sex Determination); Central Nervous System,Dr Patricia Jusuf,0000-0003-0747-4084,0000-0003-0747-4084,1172,https://openalex.org/A5008498977,openalex_counts_by_year
DE120100155,Discovery Early Career Researcher Award,2012,Closed,375000,403639.0,The University of Western Australia,0204,Condensed Matter Physics,0204; 020404; 100402,Condensed Matter Physics; Electronic and Magnetic Properties of Condensed Matter; Superconductivity; Medical Biotechnology Diagnostics (Incl. Biosensors),Dr Peter Metaxas,,,,,
DE120101290,Discovery Early Career Researcher Award,2012,Closed,375000,429085.0,Southern Cross University,0402,Geochemistry,0402; 040203; 040204; 050102,Geochemistry; Isotope Geochemistry; Organic Geochemistry; Ecosystem Function,Dr Joanne Oakes,,,,,
DE120102948,Discovery Early Career Researcher Award,2012,Closed,375000,403639.0,Griffith University,0801,Artificial Intelligence and Image Processing,0801; 080104,Artificial Intelligence and Image Processing; Computer Vision,Prof Jun Zhou,0000-0001-5822-8233,0000-0001-5822-8233,2259,https://openalex.org/A5100781212,openalex_counts_by_year
DE120100694,Discovery Early Career Researcher Award,2012,Closed,375000,403639.0,The University of New England,1801,Law,050209; 1801; 180111,Natural Resource Management; Law; Environmental and Natural Resources Law,Prof Amanda Kennedy,0000-0003-4383-1907,0000-0003-4383-1907,362,https://openalex.org/A5044946782,openalex_counts_by_year
DE120101493,Discovery Early Career Researcher Award,2012,Closed,375000,403639.0,The University of Melbourne,2103,Historical Studies,2103; 210302; 210306,Historical Studies; Asian History; Classical Greek and Roman History,A/Prof Hyun Jin Kim,,,,,
DE120101242,Discovery Early Career Researcher Award,2012,Closed,375000,429085.0,The University of Newcastle,0601,Biochemistry and Cell Biology,0601; 060103; 060602; 060803,"Biochemistry and Cell Biology; Cell Development, Proliferation and Death; Animal Physiology - Cell; Animal Developmental and Reproductive Biology",Dr Janet Bristow,,,,,
DE120101213,Discovery Early Career Researcher Award,2012,Closed,375000,321003.0,The University of Queensland,0605,Microbiology,040501; 060205; 0605; 060504,Biological Oceanography; Marine and Estuarine Ecology (Incl. Marine Ichthyology); Microbiology; Microbial Ecology,Dr Florent Angly,,,,,
DE120100836,Discovery Early Career Researcher Award,2012,Closed,375000,403639.0,Western Sydney University,0603,Evolutionary Biology,060203; 0603; 060308,Ecological Physiology; Evolutionary Biology; Life Histories,A/Prof Christopher Turbill,0000-0001-9810-7102,0000-0001-9810-7102,1750,https://openalex.org/A5039450432,openalex_counts_by_year
DE120102883,Discovery Early Career Researcher Award,2012,Closed,375000,403639.0,Monash University,1109,Neurosciences,060603; 1109; 110903; 110906,Animal Physiology - Systems; Neurosciences; Central Nervous System; Sensory Systems,Dr Sofia Bakola,,,,,
DE120103033,Discovery Early Career Researcher Award,2012,Closed,375000,403639.0,University of Wollongong,0406,Physical Geography and Environmental Geoscience,0406; 040605; 040606; 040607,Physical Geography and Environmental Geoscience; Palaeoclimatology; Quaternary Environments; Surface Processes,Dr Jan-Hendrik May,,,,,
DE120100110,Discovery Early Career Researcher Award,2012,Closed,375000,403639.0,The University of Melbourne,1701,Psychology,110903; 1701; 170101,"Central Nervous System; Psychology; Biological Psychology (Neuropsychology, Psychopharmacology, Physiological Psychology)",Prof Jee Hyun Kim,0000-0002-1299-4300,0000-0002-1299-4300,2185,https://openalex.org/A5100623838,openalex_counts_by_year
DE120102017,Discovery Early Career Researcher Award,2012,Closed,375000,403639.0,The University of Melbourne,2004,Linguistics,2004; 200403; 200405; 200408,"Linguistics; Discourse and Pragmatics; Language In Culture and Society (Sociolinguistics); Linguistic Structures (Incl. Grammar, Phonology, Lexicon, Semantics)",Dr Stefan Schnell,,,,,
DE120101456,Discovery Early Career Researcher Award,2012,Closed,375000,441049.0,Curtin University,0306,Physical Chemistry (Incl. Structural),030102; 0306; 030604,Electroanalytical Chemistry; Physical Chemistry (Incl. Structural); Electrochemistry,Prof Debbie Silvester,0000-0002-7678-7482,0000-0002-7678-7482,3393,https://openalex.org/A5027601300,openalex_counts_by_year
DE120102630,Discovery Early Career Researcher Award,2012,Closed,375000,289450.0,The University of Queensland,0606,Physiology,060303; 0606; 060604,Biological Adaptation; Physiology; Comparative Physiology,Dr Philip Matthews,,,,,
DE120101127,Discovery Early Career Researcher Award,2012,Closed,375000,403639.0,Commonwealth Scientific and Industrial Research Organisation,0604,Genetics,0604; 060412; 070305; 080301,Genetics; Quantitative Genetics (Incl. Disease and Trait Mapping Genetics); Crop and Pasture Improvement (Selection and Breeding); Bioinformatics Software,Dr Bevan Huang,,,,,
DE120101707,Discovery Early Career Researcher Award,2012,Closed,375000,401568.0,The Australian National University,0103,Numerical and Computational Mathematics,0103; 010301,Numerical and Computational Mathematics; Numerical Analysis,Dr Qinian Jin,,,,,
DE120100518,Discovery Early Career Researcher Award,2012,Closed,375000,403639.0,Macquarie University,0607,Plant Biology,040608; 050101; 0607; 060705,Surfacewater Hydrology; Ecological Impacts of Climate Change; Plant Biology; Plant Physiology,Dr Melanie Zeppel,,,,,
DE120102388,Discovery Early Career Researcher Award,2012,Closed,375000,403639.0,Curtin University,0104,Statistics,010203; 0104; 010406; 090609,"Calculus of Variations, Systems Theory and Control Theory; Statistics; Stochastic Analysis and Modelling; Signal Processing",Prof Ba Tuong Vo,,,,,
DE120100213,Discovery Early Career Researcher Award,2012,Closed,375000,390376.0,The University of Sydney,1606,Political Science,1606; 160603; 160607,Political Science; Comparative Government and Politics; International Relations,Prof Martijn Konings,0000-0001-5501-3907,0000-0001-5501-3907,870,https://openalex.org/A5053678026,openalex_counts_by_year
DE120101778,Discovery Early Career Researcher Award,2012,Closed,375000,403589.0,Griffith University,0801,Artificial Intelligence and Image Processing,0801; 080104; 080106; 090905,Artificial Intelligence and Image Processing; Computer Vision; Image Processing; Photogrammetry and Remote Sensing,Dr Mohammad Awrangjeb,,,,,
DE120100513,Discovery Early Career Researcher Award,2012,Closed,375000,403639.0,The Australian National University,0402,Geochemistry,0402; 040203; 040304; 040314,Geochemistry; Isotope Geochemistry; Igneous and Metamorphic Petrology; Volcanology,A/Prof Oliver Nebel,,,,,
DE120101412,Discovery Early Career Researcher Award,2012,Closed,375000,395535.0,The University of Queensland,0607,Plant Biology,060309; 0607; 060701; 060702,Phylogeny and Comparative Analysis; Plant Biology; Phycology (Incl. Marine Grasses); Plant Cell and Molecular Biology,Dr Nedeljka Rosic,,,,,
DE120100535,Discovery Early Career Researcher Award,2012,Closed,375000,403639.0,The University of Queensland,1701,Psychology,1701; 170101; 170112,"Psychology; Biological Psychology (Neuropsychology, Psychopharmacology, Physiological Psychology); Sensory Processes, Perception and Performance",Dr Oliver Baumann,,,,,
DE120101340,Discovery Early Career Researcher Award,2012,Closed,375000,429085.0,The University of Melbourne,1108,Medical Microbiology,110704; 110707; 1108; 110801,Cellular Immunology; Innate Immunity; Medical Microbiology; Medical Bacteriology,Dr Catherine Kennedy,,,,,
DE120100399,Discovery Early Career Researcher Award,2012,Closed,375000,403639.0,The University of New South Wales,0202,"Atomic, Molecular, Nuclear, Particle and Plasma Physics",0202; 020201; 020202,"Atomic, Molecular, Nuclear, Particle and Plasma Physics; Atomic and Molecular Physics; Nuclear Physics",Prof Julian Berengut,0000-0002-7366-1091,0000-0002-7366-1091,1729,https://openalex.org/A5025156707,openalex_counts_by_year
DE120101302,Discovery Early Career Researcher Award,2012,Closed,375000,403639.0,RMIT University,0903,Biomedical Engineering,060106; 0903; 090302; 100402,"Cellular Interactions (Incl. Adhesion, Matrix, Cell Wall); Biomedical Engineering; Biomechanical Engineering; Medical Biotechnology Diagnostics (Incl. Biosensors)",Dr Francisco Tovar-Lopez,0000-0001-8578-7786,0000-0001-8578-7786,1280,https://openalex.org/A5076136716,openalex_counts_by_year
DE120101615,Discovery Early Career Researcher Award,2012,Closed,375000,403639.0,The University of Sydney,0604,Genetics,0604; 060405; 060803; 060809,Genetics; Gene Expression (Incl. Microarray and Other Genome-Wide Approaches); Animal Developmental and Reproductive Biology; Vertebrate Biology,Dr Matthew Brandley,,,,,
DE120100992,Discovery Early Career Researcher Award,2012,Closed,375000,403639.0,Macquarie University,1109,Neurosciences,060603; 110201; 1109; 110901,Animal Physiology - Systems; Cardiology (Incl. Cardiovascular Diseases); Neurosciences; Autonomic Nervous System,Dr Melissa Farnham,0000-0002-7612-1015,0000-0002-7612-1015,326,https://openalex.org/A5011506160,openalex_counts_by_year
DE120102640,Discovery Early Career Researcher Award,2012,Closed,375000,403639.0,The University of New South Wales,1401,Economic Theory,1401; 140103; 140104,Economic Theory; Mathematical Economics; Microeconomic Theory,A/Prof Juan Carlos Carbajal,,,,,
DE120102593,Discovery Early Career Researcher Award,2012,Closed,375000,402385.0,The University of Western Australia,1402,Applied Economics,1402; 140211; 160501,Applied Economics; Labour Economics; Aboriginal and Torres Strait Islander Policy,Dr Elisa Birch,,,,,
DE120100401,Discovery Early Career Researcher Award,2012,Closed,375000,403639.0,The Australian National University,1606,Political Science,1606; 160603; 160607; 160699,Political Science; Comparative Government and Politics; International Relations; Political Science Not Elsewhere Classified,Dr Sean Burges,,,,,
DE120102687,Discovery Early Career Researcher Award,2012,Closed,375000,403639.0,The University of Sydney,0302,Inorganic Chemistry,0302; 030201; 030401; 060104,Inorganic Chemistry; Bioinorganic Chemistry; Biologically Active Molecules; Cell Metabolism,Prof Elizabeth New,0000-0002-2310-254X,0000-0002-2310-254X,3106,https://openalex.org/A5025304140,openalex_counts_by_year
DE120100562,Discovery Early Career Researcher Award,2012,Closed,375000,403639.0,The University of Queensland,1701,Psychology,060304; 1701; 170199,Ethology and Sociobiology; Psychology; Psychology Not Elsewhere Classified,A/Prof Brendan Zietsch,0000-0003-0274-6140,0000-0003-0274-6140,2022,https://openalex.org/A5089364263,openalex_counts_by_year
DE120102813,Discovery Early Career Researcher Award,2012,Closed,375000,428731.0,The University of Sydney,1608,Sociology,1608; 160803; 160805; 160810,Sociology; Race and Ethnic Relations; Social Change; Urban Sociology and Community Studies,A/Prof Susan Banki,0000-0002-9203-4106,0000-0002-9203-4106,91,https://openalex.org/A5049390096,openalex_counts_by_year
DE120100814,Discovery Early Career Researcher Award,2012,Closed,375000,386646.0,Macquarie University,1701,Psychology,1701; 170199,Psychology; Psychology Not Elsewhere Classified,Dr Rochelle Cox,,,,,
DE120101807,Discovery Early Career Researcher Award,2012,Closed,375000,0.0,The University of Adelaide,1111,Nutrition and Dietetics,110307; 1111; 111103; 111601,Gastroenterology and Hepatology; Nutrition and Dietetics; Nutritional Physiology; Cell Physiology,Dr Tanya Little,,,,,
