code,funding_commencement_year,grant_status,funding_at_announcement,funding_current,administering_organisation,chief_investigators,chief_investigators_orcids
DP230100759,2023,Active,499947,551824.0,The University of Queensland,Prof Julie Henry,
DP230100764,2023,Active,411554,462148.0,University of Tasmania,Prof Andrew Bowie; A/Prof Kerrie Swadling,0000-0002-5144-7799; 0000-0002-7620-841X
DP230100769,2023,Active,604482,674167.0,The University of New South Wales,A/Prof Brendan Burns; A/Prof Iain Duggin; Dr Debnath Ghosal,0000-0002-2962-2597; 0000-0003-4868-7350; 0000-0002-2227-0330
DP230100773,2023,Active,609000,675673.0,The University of Melbourne,Prof Margaret Mayfield,0000-0002-5101-6542
DP230100780,2023,Active,454196,508344.0,Griffith University,Prof Kristina Murphy; Prof Adrian Cherney; Dr Keiran Hardy,0000-0002-1114-7046; 0000-0002-3241-0691
DP230100796,2023,Active,486486,542576.0,Swinburne University of Technology,Prof Sonja Pedell; Prof Leon Sterling,0000-0003-3741-7777
DP230100801,2023,Active,405000,451810.0,The University of New South Wales,A/Prof Guo Chen; Prof David Hill; Prof Mithulananthan Nadarajah,0000-0003-4895-9192; 0000-0003-4036-0839; 0000-0003-4314-5333
DP230100806,2023,Active,360000,399589.0,University of Technology Sydney,A/Prof Xinqun Zhu; Prof Jianchun Li; Prof Yang Wang,0000-0001-5083-9320; 0000-0002-6815-0879
DP230100810,2023,Active,469999,523547.0,The University of Western Australia,Prof Andrew Millar,
DP230100816,2023,Active,290322,323189.0,The University of Melbourne,Prof Andrew Rosser; A/Prof Kate Macdonald; Dr Tom Chodor,0000-0003-2372-0775; 0000-0003-3633-8129
DP230100823,2023,Active,478416,534339.0,University of Wollongong,Prof Weihua Li,0000-0002-6190-8421
DP230100853,2023,Active,862272,959234.0,The Australian National University,A/Prof Giel van Dooren; Dr Adele Lehane; Prof Kiaran Kirk,0000-0003-2455-9821
DP230100864,2023,Active,287146,319108.0,The Australian National University,Dr Marija Taflaga; Prof Keith Dowding,0000-0001-9516-7193; 0000-0001-6888-9369
DP230100870,2023,Active,443537,495510.0,RMIT University,Prof Rob Cover; Prof Catharine Lumby; A/Prof Benedetta Brevini; Dr Jennifer Beckett; Dr Jay Thompson,0000-0002-8815-2126; 0000-0003-4840-4998
DP230100875,2023,Active,343268,385837.0,University of Wollongong,Prof Sharon Crozier-De Rosa; Prof Vera Mackie; Dr Ana Stevenson; Prof Andrea Witcomb,0000-0002-2797-5532; 0000-0003-3390-6522; 0000-0002-4858-1073; 0000-0002-9128-2896
DP230100878,2023,Active,450000,501303.0,The Australian National University,Prof Nan Yang; Prof Salman Durrani; A/Prof Xiangyun Zhou,0000-0002-9373-5289; 0000-0002-7124-282X; 0000-0001-8973-9079
DP230100885,2023,Active,590000,657960.0,The University of Melbourne,Prof Erica Fletcher,
DP230100899,2023,Active,380610,424640.0,Macquarie University,A/Prof Jia Wu; Prof Jian Yang,0000-0002-1371-5801; 0000-0002-4408-1952
DP230100905,2023,Active,360000,401042.0,The University of Queensland,Dr Xin Guo; A/Prof Hien Nguyen,0000-0002-7465-9356; 0000-0002-9958-432X
DP230100906,2023,Active,305304,340941.0,Flinders University,Dr Melanie Takarangi; Prof Reg Nixon; Prof Carolyn Semmler; Dr Ella Moeck,0000-0001-7912-293X; 0000-0002-5300-7316
DP230100927,2023,Active,310000,344645.0,La Trobe University,Prof Emmanuel Kuntsche; Dr Zhen He; Dr Benjamin Riordan; Dr Aiden Nibali,0000-0001-8931-0790; 0000-0002-7805-0652; 0000-0002-1352-9910
DP230100941,2023,Active,448456,498003.0,The Australian National University,Prof Benjamin Schwessinger; Prof John Rathjen; Dr King Fung Wong,0000-0002-7194-2922; 0000-0003-4073-8088; 0000-0002-0580-6324
DP230100948,2023,Active,404000,448200.0,Macquarie University,A/Prof Selvaraj Velayutham; Prof Amanda Wise; A/Prof Shaun Wilson; Dr Norbert Ebert; Dr Nicholas Harrigan,0000-0003-3360-177X; 0000-0001-5204-6295; 0000-0003-1177-168X; 0000-0001-5092-1180
DP230100949,2023,Active,565000,627793.0,The University of Western Australia,Prof Adam Wittek; Prof Karol Miller,0000-0001-9780-8361
DP230100959,2023,Active,407107,454359.0,The University of Melbourne,Dr Tim Robinson; A/Prof Yong Song; Dr Luke Hartigan; Prof Kalvinder Shields,0000-0002-1067-7598; 0000-0003-4737-9663
DP230100962,2023,Active,561272,627555.0,The University of Sydney,A/Prof Jeffrey Neilson; Prof William Pritchard; Dr Zoe (Ju-Han) Wang; Dr Rebecca Cross; Prof Neil Coe; Dr Kiah Smith,0000-0003-2560-2190; 0000-0001-7506-2095; 0000-0003-3303-7013; 0000-0003-3582-5996; 0000-0001-7720-5061; 0000-0001-8707-0893
DP230100966,2023,Active,374586,407738.0,Flinders University,A/Prof Caitlin Hughes; Prof Mark Halsey; Prof Andrew Goldsmith; Prof Jacqueline Bowden,0000-0001-7835-1976; 0000-0003-1983-8930
DP230100967,2023,Active,648164,717659.0,La Trobe University,Prof Lisa Brophy; Prof Chris Maylea; Prof Steve Kisely; Dr Edwina Light; Prof Sharon Lawn; Prof Penelope Weller,0000-0001-6460-3490; 0000-0003-3688-0487; 0000-0003-4021-2924; 0000-0003-2195-7146; 0000-0002-5464-8887; 0000-0003-4659-3561
DP230100983,2023,Active,351783,392318.0,RMIT University,Prof Chun-Qing Li; Prof Feng Wang,0000-0002-6584-0516
DP230100991,2023,Active,481610,537851.0,Swinburne University of Technology,Prof Jinjun Chen,
DP230100995,2023,Active,490000,546211.0,Monash University,Prof Wenyi Yan; Prof Bernard Rolfe; Prof Aijun Huang,0000-0001-9006-6270; 0000-0001-8516-6170; 0000-0002-9795-2168
DP230101013,2023,Active,801068,875722.0,The Australian National University,Dr Julie Lahn; Dr Annick Thomassin,0000-0003-0132-7075
DP230101014,2023,Active,430000,479417.0,The University of Sydney,Prof Ian Manchester; A/Prof Guodong Shi,0000-0002-7035-3173; 0000-0002-5929-9655
DP230101022,2023,Active,337648,376533.0,Griffith University,Dr Adele Pavlidis; Prof Simone Fullagar; Dr Millicent Kennelly; Prof Simon Darcy; A/Prof Kirsty Forsdike,0000-0001-8890-9849; 0000-0001-7725-0831
DP230101028,2023,Active,661858,738284.0,The Australian National University,Prof David Hinde; Prof Mahananda Dasgupta,0000-0002-4595-0742; 0000-0002-1677-9421
DP230101031,2023,Active,597900,667034.0,The University of Melbourne,Prof Ashley Bush; Dr Richard Burke; Dr Zhiguang Xiao,0000-0001-8259-9069; 0000-0003-0086-0767; 0000-0001-6908-8897
DP230101039,2023,Active,772621,868910.0,The Australian National University,Prof David Tremethick,
DP230101040,2023,Active,516000,574827.0,The University of New South Wales,Prof Dewei Chu; Prof Caiyun Wang; Prof Dawei Su; A/Prof Zhaojun Han,0000-0003-4581-0560; 0000-0001-9539-2155; 0000-0002-3972-8205; 0000-0002-2437-319X
DP230101045,2023,Active,691716,770488.0,The University of Sydney,A/Prof Yu Heng Lau; Prof Spencer Whitney,0000-0001-6560-8410; 0000-0003-2954-2359
DP230101050,2023,Active,543594,606537.0,The University of Melbourne,Prof Daniel Hatters; Prof Gavin Reid,0000-0002-9965-2847; 0000-0002-9675-1444
DP230101051,2023,Active,97767,108750.0,The Australian National University,Prof Angela Woollacott,
DP230101053,2023,Active,324861,365872.0,The University of New South Wales,A/Prof Elvira Sojli; A/Prof Wing Wah Tham; Prof Kevin Fox,0000-0002-1567-8901; 0000-0002-1169-0073
DP230101054,2023,Active,613000,669442.0,The University of Sydney,Prof Lisa Adkins; Prof Martijn Konings; A/Prof Stephen Whelan; Prof Dan Woodman,0000-0001-7003-0406; 0000-0001-5501-3907; 0000-0002-4676-1695; 0000-0003-2893-5222
DP230101055,2023,Active,372000,414410.0,The Australian National University,Prof Mark Krumholz; A/Prof Roland Crocker,0000-0003-3893-854X; 0000-0002-2036-2426
DP230101056,2023,Active,390890,432878.0,La Trobe University,Prof Ivan Poon,0000-0002-9119-7173
DP230101057,2023,Active,122540,137407.0,Flinders University,Dr Erin Sebo,0000-0001-8845-1882
DP230101058,2023,Active,365820,408802.0,The University of New South Wales,Prof Victor Flambaum,0000-0001-8643-7374
DP230101061,2023,Active,185844,210636.0,The University of New South Wales,Dr Neil Ramsey; A/Prof Paul Sheehan,0000-0001-5799-5879
DP230101063,2023,Active,421760,469936.0,The University of New South Wales,Prof Sophie Primig; Dr Nima Haghdadi,0000-0002-7682-5899; 0000-0002-2163-8949
DP230101068,2023,Active,537030,599297.0,Monash University,Em/Prof Helena Parkington; Prof Suzanne Miller,0000-0002-0590-651X; 0000-0002-0451-8304
DP230101080,2023,Active,775000,870705.0,The University of Queensland,Em/Prof Jackob Najman; Em/Prof Gail Williams; Hon A/Prof Alexandra Clavarino; Prof Tara McGee,0000-0002-4822-5263; 0000-0002-1145-5946; 0000-0003-1385-1931
DP230101107,2023,Active,470740,525205.0,RMIT University,Prof Xinghuo Yu; Dr Chaojie Li; A/Prof Lasantha Meegahapola; Prof Zhenwei Cao,0000-0001-8093-9787; 0000-0002-0557-1481; 0000-0003-4471-8471; 0000-0002-6910-7346
DP230101111,2023,Active,590000,657146.0,Curtin University,Prof Benjamin Phillips; A/Prof Charles Robin; Prof Nicholas Golding,0000-0003-2580-2336; 0000-0002-7733-6763; 0000-0001-8916-5570
DP230101113,2023,Active,385000,426462.0,The University of Sydney,A/Prof Svetlana Postnova; Prof Ronald Grunstein,0000-0002-1224-0779
DP230101122,2023,Active,420000,467882.0,University of South Australia,Prof Lin Liu; Prof Jiuyong Li; A/Prof Jixue Liu; A/Prof Thuc Le,0000-0003-2843-5738; 0000-0002-9023-1878; 0000-0002-0794-0404; 0000-0002-9732-4313
DP230101133,2023,Active,388816,433650.0,University of Wollongong,Prof Alex Remennikov; Dr Damith Mohotti,0000-0002-1532-5719; 0000-0002-2487-6918
DP230101142,2023,Active,310000,345690.0,Monash University,Prof German Valencia,0000-0001-6600-1290
DP230101145,2023,Active,314642,355730.0,The University of Melbourne,Prof Nicholas Phelps; A/Prof Julie Tian Miao; A/Prof Thomas Sigler; Dr Julia Loginova,0000-0001-8407-9788; 0000-0002-2164-9074; 0000-0002-7789-0916; 0000-0002-1304-5967
DP230101148,2023,Active,673293,750782.0,The University of Melbourne,Prof Michael Parker,0000-0002-3101-1138
DP230101152,2023,Active,302100,336477.0,University of Southern Queensland,Prof Allan Manalo; Prof Thuy (Kate) Nguyen,0000-0002-1825-4127
DP230101156,2023,Active,702705,780061.0,The University of Queensland,Prof Gabrielle Belz; Prof Phil Hansbro,0000-0002-9660-9587
DP230101171,2023,Active,374079,420634.0,Queensland University of Technology,Dr Benjamin Woodcroft,0000-0003-0670-7480
DP230101176,2023,Active,420000,467882.0,Monash University,Prof Dinh Phung; A/Prof Mehrtash Harandi; Prof Richard Hartley; Dr Trung Le,0000-0002-9977-8247; 0000-0002-6937-6300; 0000-0002-5005-0191; 0000-0003-0414-9067
DP230101179,2023,Active,353479,390644.0,University of Technology Sydney,Prof Matt Wand; Dr Joanna Wang,0000-0003-2555-896X; 0000-0003-0088-7003
DP230101184,2023,Active,409290,450767.0,The University of New South Wales,Prof Julien Epps; A/Prof Beena Ahmed,0000-0001-6624-5551; 0000-0002-1240-6572
DP230101190,2023,Active,520088,578292.0,The University of Western Australia,Em/Prof Johannes (Hans) Lambers; Prof Patrick Finnegan; Dr Kosala Ranathunge,0000-0002-4118-2272; 0000-0001-5021-1138; 0000-0003-2826-9936
DP230101196,2023,Active,485000,539944.0,The University of Queensland,Prof Zi Huang; A/Prof Guangdong Bai,0000-0002-9738-4949; 0000-0002-6390-9890
DP230101204,2023,Active,478000,529265.0,The University of New South Wales,Prof Chun Wang; Prof Garth Pearce,0000-0001-6081-1487; 0000-0002-7759-5001
DP230101205,2023,Active,347120,388400.0,Griffith University,Prof Scott Baum; Prof William Mitchell,
DP230101206,2023,Active,379876,420245.0,The University of Sydney,Dr Gwendolyn Hyslop; Dr Mark Post; Dr Yankee Modi,0000-0003-0778-7101; 0000-0003-3707-1972; 0000-0003-4780-3137
DP230101228,2023,Active,530000,591351.0,The University of Sydney,Dr Xianghai An; Em/Prof Andrejs Atrens; Dr Jiangtao Qu,0000-0003-0671-4082; 0000-0003-0357-4205
DP230101234,2023,Active,436484,484194.0,Monash University,Prof Alan Petersen; Dr Barbara Barbosa Neves,0000-0002-2755-0227; 0000-0002-4490-4322
DP230101240,2023,Active,500000,556885.0,The University of Newcastle,Prof David Pontin; Dr Hannah Schunker; Prof Michael Wheatland,0000-0002-1089-9270; 0000-0001-9932-9559; 0000-0001-5100-2354
DP230101248,2023,Active,420909,465641.0,The University of New South Wales,Dr Malgorzata Lagisz,0000-0002-3993-6127
DP230101253,2023,Active,532842,600569.0,Griffith University,Prof Igor Litvinyuk; Prof Robert Sang; Prof Andre Luiten; Prof Anatoli Kheifets,0000-0002-4306-1669; 0000-0001-5284-7244; 0000-0001-8318-9408
DP230101261,2023,Active,237980,260978.0,Macquarie University,Prof Simon Griffith,0000-0001-7612-4999
DP230101268,2023,Active,368000,410360.0,The University of Western Australia,Prof Michael Giudici; Prof Cheryl Praeger,0000-0002-0881-7336
DP230101273,2023,Active,582031,638027.0,Griffith University,Prof Julien Louys; Prof Patrick Moss; A/Prof Gilbert Price,0000-0001-7539-0689; 0000-0003-1546-9242; 0000-0001-8406-4594
DP230101280,2023,Active,490635,540757.0,The Australian National University,Dr Steven Lade; Dr Tanya Fiedler,0000-0001-9719-9826; 0000-0002-7002-6391
DP230101282,2023,Active,173936,195185.0,Macquarie University,Prof Kompal Sinha; Prof Elisabetta Magnani; Prof Francesco Chirico; A/Prof Yuanyuan Gu; Dr Rong Zhu; Prof Roy Green,0000-0003-4318-6100; 0000-0002-3742-542X; 0000-0002-3816-9106
DP230101312,2023,Active,430000,479371.0,The University of New South Wales,A/Prof Hoang Phuong Phan; Dr Thanh Nho Do; Prof Sima Dimitrijev,0000-0002-1724-5667; 0000-0002-4980-5251
DP230101313,2023,Active,345483,384823.0,Queensland University of Technology,Prof Bo Xia; Prof Laurie Buys; Prof Robin Drogemuller; A/Prof Lindy Burton; Dr Kirsty Volz,0000-0001-7694-4743; 0000-0001-5746-8980; 0000-0003-1232-4080; 0000-0001-5787-6845
DP230101322,2023,Active,386451,431142.0,University of Technology Sydney,Prof Derek Wilding; Dr Karen Lee; Prof David Lindsay; Prof Anita Stuhmcke,0000-0002-7806-8895; 0000-0002-9640-221X; 0000-0001-6222-8738; 0000-0002-3679-7301
DP230101327,2023,Active,476000,525981.0,Monash University,Dr Kaye Morgan; Prof David Paganin; A/Prof Marcus Kitchen; Dr Marie-Christine Zdora,0000-0001-6997-7977; 0000-0002-0029-6660; 0000-0001-6953-6709
DP230101331,2023,Active,320000,355903.0,RMIT University,Prof Sarah Spencer; Dr Blanca del Rosal Rabes,0000-0001-8832-4824; 0000-0001-9174-8097
DP230101335,2023,Active,302110,336843.0,The Australian National University,Prof Garrett Cullity; Prof Christian Barry,
DP230101340,2023,Active,406170,459050.0,The University of Queensland,Prof Jianhua Guo; A/Prof Min Zheng; Dr Inka Vanwonterghem; Asst Prof Tao Liu,0000-0002-4732-9175; 0000-0001-9148-7544; 0000-0002-0150-2622; 0000-0001-7673-747X
DP230101348,2023,Active,545925,591839.0,The University of New England,Prof Richard Scully; Prof Robert Phiddian; Dr Stephanie Brookes,0000-0003-4012-4991; 0000-0002-8413-991X; 0000-0001-7841-6530
DP230101350,2023,Active,567988,629990.0,Monash University,A/Prof Sonja De New; Prof Daniel Avdic; Dr Rachel Knott; Prof David Lawrence,0000-0003-4348-2049; 0000-0002-2183-5897; 0000-0001-5715-0139; 0000-0003-4700-1425
DP230101352,2023,Active,541818,607264.0,The University of Melbourne,Prof Michael Goddard; Dr Jian Zeng; Dr Sara de las Heras Saldana,0000-0001-8801-5220; 0000-0002-8665-6160
DP230101357,2023,Active,435000,488950.0,The University of Sydney,A/Prof Densil Cabrera; A/Prof Dagmar Reinhardt,0000-0003-2966-0371; 0000-0003-0477-492X
DP230101367,2023,Active,445000,494974.0,The University of Queensland,Prof Ananthanarayanan Veeraragavan; Dr Carolyn Jacobs; Em/Prof David Mee; Mr Peter Jacobs,0000-0001-6810-2204; 0000-0003-1285-7629; 0000-0002-9513-1833; 0000-0001-9435-5686
DP230101368,2023,Active,807639,876066.0,University of Tasmania,Dr Sophie Bestley; Prof Mark Hindell; Prof Delphine Lannuzel,0000-0001-9342-669X; 0000-0001-6154-1837
DP230101369,2023,Active,488000,544332.0,University of Wollongong,Prof Gordon Wallace; A/Prof Zhilian Yue; Prof Jun Chen; Prof Mirella Dottori,0000-0003-1258-8748; 0000-0003-0598-4195
DP230101377,2023,Active,492715,549709.0,The University of Sydney,Prof Wenlong Cheng; Dr Shu Gong,0000-0002-2346-4970; 0000-0001-6904-1706
DP230101395,2023,Active,604933,673703.0,Monash University,A/Prof Peter Boag; Dr Fionna Loughlin,0000-0002-0889-0859; 0000-0002-5754-4207
DP230101404,2023,Active,397000,434789.0,Queensland University of Technology,Prof Peter Pivonka; Dr Maria Antico,0000-0001-9183-530X; 0000-0002-6314-7064
DP230101406,2023,Active,386741,431284.0,Monash University,Prof Kieran Harvey,
DP230101407,2023,Active,573000,640731.0,RMIT University,Prof Dougal McCulloch; Prof David McKenzie,0000-0003-4548-1955; 0000-0002-2476-1301
DP230101438,2023,Active,430000,478733.0,The University of Adelaide,Dr Jenna Crowe-Riddell; Prof Shaun Collin; Prof Michael Lee; Dr Alice Clement; A/Prof Kate Sanders,0000-0003-2794-2914; 0000-0001-6236-0771; 0000-0003-0380-7347; 0000-0002-9581-268X
DP230101439,2023,Active,390000,434533.0,Macquarie University,Dr Benjamin Pope; Prof Peter Tuthill,0000-0003-2595-9114; 0000-0001-7026-6291
DP230101445,2023,Active,495000,552071.0,The University of New South Wales,Prof Wenjie Zhang; Prof Ying Zhang; Dr Dong Wen; Dr Xiaoyang Wang,0000-0001-6572-2600; 0000-0002-2674-1638; 0000-0002-0903-1503; 0000-0003-3554-3219
DP230101448,2023,Active,585492,651901.0,Western Sydney University,Prof Brajesh Singh; Dr Eleonora Egidi,0000-0002-1211-2355
DP230101458,2023,Active,393000,438059.0,University of Wollongong,A/Prof Mariano Rodrigo,
DP230101463,2023,Active,562000,607888.0,The University of New South Wales,Dr Vincent Laurent; Dr Nura Lingawi,0000-0003-2333-8437; 0000-0003-2455-0405
DP230101472,2023,Active,250855,278661.0,Bond University,Prof Gulasekaran Rajaguru; Prof Steven Stern; Prof Robert Faff,0000-0003-2816-1749
DP230101474,2023,Active,864680,941413.0,Deakin University,Prof Stephane Shepherd; Prof Michele Grossman; Prof Michele Pathe,0000-0002-3078-9407; 0000-0001-5603-7687; 0000-0002-2837-1167
DP230101481,2023,Active,247000,272880.0,Monash University,A/Prof Sarah Hopkins; Dr James Russo; Prof Janette Bobis,0000-0002-5826-0193; 0000-0002-9855-7522; 0000-0001-7733-287X
DP230101489,2023,Active,338000,376476.0,The University of New South Wales,Prof Jason Evans,0000-0003-1776-3429
DP230101490,2023,Active,309220,338488.0,Monash University,Prof Stephan Ludwig; Prof Peter Danaher; A/Prof Lan Du; Dr Yu-Ting Lin,0000-0001-5894-6294; 0000-0002-9925-0223; 0000-0002-1920-3989
DP230101493,2023,Active,425940,473883.0,The University of Melbourne,Dr Jingge Zhu; Prof Jonathan Manton,
DP230101499,2023,Active,680663,757618.0,Griffith University,Prof Kate Seib; Prof Michael Jennings,0000-0002-7094-3528
DP230101503,2023,Active,459992,494338.0,The University of Queensland,Prof Lisa Featherstone; Dr Andy Kaladelfos; Dr Yorick Smaal; A/Prof Bianca Fileborn,0000-0002-5189-1910; 0000-0002-2650-3592
DP230101513,2023,Active,390945,432619.0,The University of Adelaide,Em/Prof Martin Lambert; Dr Aaron Zecchin; Dr Wei Zeng; Dr Jinzhe Gong; Prof Benjamin Cazzolato,0000-0001-8272-6697; 0000-0001-8908-7023; 0000-0003-3525-0432; 0000-0002-6344-5993; 0000-0003-2308-799X
DP230101533,2023,Active,379100,422303.0,Deakin University,Prof Russell Tytler; A/Prof Peta White,0000-0002-0225-5934
DP230101534,2023,Active,480000,534723.0,The University of Melbourne,Prof James Bailey; Dr Xin Cao; Prof Lars Kulik,0000-0003-3357-736X
DP230101535,2023,Active,797400,897492.0,The Australian National University,Prof Edward Aspinall; Dr Kerryn Baker; Dr Colin Wiltshire,0000-0002-4678-298X; 0000-0002-1328-1468
DP230101536,2023,Active,679740,768941.0,The Australian National University,Prof Edward Aspinall; Dr Eve Warburton,0000-0002-4678-298X; 0000-0001-7922-2404
DP230101540,2023,Active,480000,534723.0,University of Technology Sydney,A/Prof Guangquan Zhang; Dr Feng Liu; Dr Hua Zuo,0000-0002-5005-9129; 0000-0002-9122-0775
DP230101541,2023,Active,492733,549659.0,The University of Melbourne,Prof Benjamin Hogan,0000-0002-0651-7065
DP230101545,2023,Active,507300,563898.0,The University of Western Australia,A/Prof Yit-Heng Chooi; Prof Alice Vrielink; A/Prof Scott Stewart,0000-0001-7719-7524; 0000-0002-7537-247X
DP230101552,2023,Active,424000,472991.0,Monash University,Prof San Thang; Dr Bo Fan; Dr Jiali Zhai,0000-0003-2629-3895; 0000-0003-3067-9627; 0000-0002-9882-9014
DP230101579,2023,Active,515000,574003.0,University of Technology Sydney,Prof Guoxiu Wang; Prof Hao Liu; Prof Steven Langford,0000-0003-0266-9472
DP230101607,2023,Active,503000,561691.0,Macquarie University,Prof Mark Wiggins; A/Prof Brett Molesworth; Dr Jaime Auton; Dr Daniel Sturman; Dr Ben Morrison,0000-0002-6422-9475; 0000-0001-5252-5130; 0000-0002-4843-5519; 0000-0002-5025-598X; 0000-0002-5026-4675
DP230101614,2023,Active,477230,531998.0,Monash University,Prof Nicolas Voelcker; A/Prof Victor Cadarso Busto; Prof Jessica Frith,0000-0002-1536-7804; 0000-0002-5103-8717; 0000-0002-6558-5412
DP230101625,2023,Active,350000,390192.0,Queensland University of Technology,Prof Ting Liao,0000-0001-7488-6244
DP230101628,2023,Active,512607,569750.0,The University of Queensland,Prof Feng Liu; Prof Leigh Johnston; Dr Hongfu Sun; Dr Yasmin Blunck,0000-0002-1074-2601; 0000-0002-5032-4674; 0000-0003-3436-7831; 0000-0003-3600-9958
DP230101629,2023,Active,455000,507417.0,The University of Western Australia,Prof Sergei Kuzenko; A/Prof Evgeny Buchbinder,0000-0003-2762-1600
DP230101634,2023,Active,315242,348476.0,Griffith University,Prof Martine Powell; Dr Helen Paterson,0000-0001-5092-1308
DP230101650,2023,Active,267720,298770.0,RMIT University,Prof Vipul Bansal; Prof Rajesh Ramanathan; Prof Irene Hudson,0000-0002-3354-4317; 0000-0002-8500-9148; 0000-0002-9000-9556
DP230101666,2023,Active,520000,580269.0,Queensland University of Technology,Prof Prashant Sonar; A/Prof Dongchen Qi; Prof Steven Bottle,0000-0002-1119-4897; 0000-0001-8466-0257; 0000-0003-0436-2044
DP230101671,2023,Active,410000,453480.0,The University of Queensland,Prof Geoffrey McLachlan; Dr Sharon Lee,
DP230101676,2023,Active,326000,363073.0,The University of New South Wales,Prof Martin Green; Dr Mahesh Suryawanshi; A/Prof Judith Hart; Dr Robert Patterson,0000-0003-4711-7655; 0000-0001-7584-779X; 0000-0001-6017-5900
DP230101685,2023,Active,415043,463253.0,The University of Queensland,A/Prof Jacinda Ginges; Dr Benjamin Roberts,0000-0003-0390-0891; 0000-0002-0345-6375
DP230101689,2023,Active,490170,543047.0,Flinders University,Prof Ben Wadham; Prof Sharon Lawn; Dr Margaret Hutchison; Prof Udoy Saikia,0000-0003-1340-3485; 0000-0002-5464-8887; 0000-0002-0211-834X; 0000-0001-5572-3925
DP230101694,2023,Active,565000,629124.0,The University of Sydney,Prof Yuan Chen,0000-0001-9059-3839
DP230101704,2023,Active,466586,520748.0,Western Sydney University,Prof Philippa Collin; Prof Judith Bessant; Dr Michelle Catanzaro; A/Prof Faith Gordon; Dr Stewart Jackson; Prof Robert Watts,0000-0003-0015-4213; 0000-0002-9596-8289; 0000-0001-5017-0831; 0000-0002-4290-2956
DP230101712,2023,Active,439000,494344.0,RMIT University,Prof Tamar Greaves; Dr Andrew Christofferson; Prof Calum Drummond,0000-0002-0298-0183; 0000-0003-0904-6630
DP230101734,2023,Active,395021,441179.0,The University of Queensland,Dr Tatsuya Amano,0000-0001-6576-3410
DP230101739,2023,Active,466000,519695.0,The University of New South Wales,Prof Per Setterlund,0000-0003-3149-4464
DP230101740,2023,Active,442633,494079.0,University of Technology Sydney,A/Prof David Bishop; Prof Andrew McDonagh,0000-0002-6533-4410; 0000-0002-9502-1175
DP230101749,2023,Active,375000,418390.0,The University of Melbourne,Dr Matthew Tam; Dr Minh Dao,0000-0002-3654-6553; 0000-0002-8074-6675
DP230101750,2023,Active,532915,594869.0,The University of Queensland,Prof Stefan Thor; Prof Michael Piper; Prof Mikael Boden,0000-0001-5095-541X; 0000-0002-6759-2560; 0000-0003-3548-268X
DP230101753,2023,Active,405000,451810.0,The University of Queensland,Prof Xue Li; A/Prof Sen Wang,0000-0002-5414-8276
DP230101757,2023,Active,491321,543522.0,The University of Melbourne,Prof Ampalavanapillai Nirmalathas; Prof Malin Premaratne,0000-0001-7328-5359; 0000-0002-2419-4431
DP230101758,2023,Active,548000,611207.0,University of South Australia,Prof Melissa O'Donnell; Prof Amy Wright; Prof Sandra Eades; Dr Catia Malvaso; Dr Rhiannon Pilkington,0000-0003-2440-3667; 0000-0001-7421-005X; 0000-0001-8629-3390; 0000-0003-1227-5434; 0000-0001-6974-8496
DP230101760,2023,Active,519000,578229.0,University of Technology Sydney,Prof Diane McDougald,0000-0001-5827-8441
DP230101764,2023,Active,388585,437411.0,The University of Newcastle,Dr Qianqian Shi; Prof Dongyuan Zhao; Prof Daniel Gomez,0000-0001-8787-8227; 0000-0002-7871-4068
DP230101769,2023,Active,569000,633350.0,University of Technology Sydney,Prof Buddhima Indraratna; Prof Cholachat Rujikiatkamjorn,0000-0001-8625-2839
DP230101775,2023,Active,660000,736058.0,Swinburne University of Technology,Prof Karl Glazebrook; A/Prof Deanne Fisher; Prof Geraint Lewis; Prof Kai Qin,0000-0002-3254-9044; 0000-0003-0645-5260; 0000-0003-3081-9319; 0000-0001-6631-1651
DP230101777,2023,Active,1205000,1289328.0,Griffith University,Prof Alexander Brown; Dr Max Grömping; Dr Jacob Deem; Prof Andrea Carson; Prof Rodney Smith,0000-0002-8590-6922; 0000-0001-5503-3334
DP230101787,2023,Active,476538,530288.0,The University of Melbourne,A/Prof Shu Kee Lam; Prof Deli Chen,0000-0001-7943-5004; 0000-0001-6767-1376
DP230101790,2023,Active,405610,452629.0,Swinburne University of Technology,Prof Qiang He; Prof Yun Yang; Dr Feifei Chen,0000-0002-2607-4556; 0000-0002-7868-5471; 0000-0001-5455-3792
DP230101791,2023,Active,387324,431481.0,The University of Adelaide,Prof Anthony Thomas AC,0000-0003-0026-499X
DP230101792,2023,Active,294000,329413.0,La Trobe University,Dr Amy Pennay; Dr Sarah Callinan; Dr Gabriel Caluzzi,0000-0002-6271-8996; 0000-0003-4146-1244; 0000-0003-3203-6123
DP230101795,2023,Active,569146,627734.0,La Trobe University,Dr Kevin Huynh; Prof Peter Meikle; Dr Corey Giles,0000-0001-6170-2207; 0000-0002-2593-4665; 0000-0002-6050-1259
DP230101797,2023,Active,66828,72454.0,The University of New South Wales,Prof Brigitta Olubas,
DP230101804,2023,Active,559950,624192.0,The University of New South Wales,Prof Kristopher Kilian; Prof Martina Stenzel,0000-0002-8963-9796
DP230101835,2023,Active,315712,350965.0,The University of Melbourne,Prof Ronan McDonald; Prof Katherine Bode; A/Prof Marguerite Nolan,0000-0002-7345-2505; 0000-0003-3561-9332; 0000-0002-9398-4517
